FIPS State county code,CBSA (Blanks are Rural),Rural area,Urban area
29151,27620,1,0
29153,,0,1
29155,,0,1
29157,,0,1
29159,,0,1
29161,,0,1
29163,,0,1
29165,28140,1,0
29167,44180,1,0
29169,,0,1
29171,,0,1
29173,,0,1
29175,,0,1
29177,28140,1,0
29179,,0,1
29181,,0,1
29183,41180,1,0
29185,,0,1
29187,,0,1
29189,41180,1,0
29510,41180,1,0
29186,,0,1
29195,,0,1
29197,,0,1
29199,,0,1
29201,,0,1
29203,,0,1
29205,,0,1
29207,,0,1
29209,,0,1
29211,,0,1
29213,,0,1
29215,,0,1
29217,,0,1
29219,41180,1,0
29221,,0,1
29223,,0,1
29225,44180,1,0
29227,,0,1
29229,,0,1
29990,,0,1
30001,,0,1
30003,,0,1
30005,,0,1
30007,,0,1
30009,13740,1,0
30011,,0,1
30013,24500,1,0
30015,,0,1
30017,,0,1
30019,,0,1
30021,,0,1
30023,,0,1
30025,,0,1
30027,,0,1
30029,,0,1
30031,,0,1
30033,,0,1
30035,,0,1
30037,13740,1,0
30039,,0,1
30041,,0,1
30043,,0,1
30045,,0,1
30047,,0,1
30049,,0,1
30051,,0,1
30053,,0,1
30055,,0,1
30057,,0,1
30059,,0,1
30061,,0,1
30063,33540,1,0
30065,,0,1
30067,,0,1
30069,,0,1
30071,,0,1
30073,,0,1
30075,,0,1
30077,,0,1
30079,,0,1
30081,,0,1
30083,,0,1
30085,,0,1
30087,,0,1
30089,,0,1
30091,,0,1
30093,,0,1
30095,,0,1
30097,,0,1
30099,,0,1
30101,,0,1
30103,,0,1
30105,,0,1
30107,,0,1
30109,,0,1
30111,13740,1,0
30990,,0,1
31001,,0,1
31003,,0,1
31005,,0,1
31007,,0,1
31009,,0,1
31011,,0,1
31013,,0,1
31015,,0,1
31017,,0,1
31019,,0,1
31021,,0,1
31023,,0,1
31025,36540,1,0
31027,,0,1
31029,,0,1
31031,,0,1
31033,,0,1
31035,,0,1
31037,,0,1
31039,,0,1
31041,,0,1
31043,43580,1,0
31045,,0,1
31047,,0,1
31049,,0,1
31051,43580,1,0
31053,,0,1
31055,36540,1,0
31057,,0,1
31059,,0,1
31061,,0,1
31063,,0,1
31065,,0,1
31067,,0,1
31069,,0,1
31071,,0,1
31073,,0,1
31075,,0,1
31077,,0,1
31079,24260,1,0
31081,24260,1,0
31083,,0,1
31085,,0,1
31087,,0,1
31089,,0,1
31091,,0,1
31093,24260,1,0
31095,,0,1
31097,,0,1
31099,,0,1
31101,,0,1
31103,,0,1
31105,,0,1
31107,,0,1
31109,30700,1,0
31111,,0,1
31113,,0,1
31115,,0,1
31117,,0,1
31119,,0,1
31121,24260,1,0
31123,,0,1
31125,,0,1
31127,,0,1
31129,,0,1
31131,,0,1
31133,,0,1
31135,,0,1
31137,,0,1
31139,,0,1
31141,,0,1
31143,,0,1
31145,,0,1
31147,,0,1
31149,,0,1
31151,,0,1
31153,36540,1,0
31155,36540,1,0
31157,,0,1
31159,30700,1,0
31161,,0,1
31163,,0,1
31165,,0,1
31167,,0,1
31169,,0,1
31171,,0,1
31173,,0,1
31175,,0,1
31177,36540,1,0
31179,,0,1
31181,,0,1
31183,,0,1
31185,,0,1
31990,,0,1
32001,,0,1
32003,29820,1,0
32005,,0,1
32007,,0,1
32009,,0,1
32011,,0,1
32013,,0,1
32015,,0,1
32017,,0,1
32019,,0,1
32021,,0,1
32023,,0,1
32510,16180,1,0
32027,,0,1
32029,39900,1,0
32031,39900,1,0
32033,,0,1
32990,,0,1
33001,,0,1
33003,,0,1
33005,,0,1
33007,,0,1
33009,,0,1
33011,31700,1,0
33013,,0,1
33015,40484,1,0
33017,40484,1,0
33019,,0,1
33990,,0,1
34001,12100,1,0
34003,35614,1,0
34005,15804,1,0
34007,15804,1,0
34009,36140,1,0
34011,47220,1,0
34013,35084,1,0
34015,15804,1,0
34017,35614,1,0
34019,35084,1,0
34021,45940,1,0
34023,35614,1,0
34025,35614,1,0
34027,35084,1,0
34029,35614,1,0
34031,35614,1,0
34033,48864,1,0
34035,35084,1,0
34037,35084,1,0
34039,35084,1,0
34041,10900,1,0
34990,,0,1
35001,10740,1,0
35003,,0,1
35005,,0,1
35006,,0,1
35007,,0,1
35009,,0,1
35011,,0,1
35013,29740,1,0
35015,,0,1
35017,,0,1
35019,,0,1
35021,,0,1
35023,,0,1
35025,,0,1
35027,,0,1
35028,,0,1
35029,,0,1
35031,,0,1
35033,,0,1
35035,,0,1
35037,,0,1
35039,,0,1
35041,,0,1
35043,10740,1,0
35045,22140,1,0
35047,,0,1
35049,42140,1,0
35051,,0,1
35053,,0,1
35055,,0,1
35057,10740,1,0
35059,,0,1
35061,10740,1,0
35990,,0,1
36001,10580,1,0
36003,,0,1
36005,35614,1,0
36007,13780,1,0
36009,,0,1
36011,,0,1
36013,,0,1
36015,21300,1,0
36017,,0,1
36019,,0,1
36021,,0,1
36023,,0,1
36025,,0,1
36027,20524,1,0
36029,15380,1,0
36031,,0,1
36033,,0,1
36035,,0,1
36037,,0,1
36039,,0,1
36041,,0,1
36043,46540,1,0
36045,48060,1,0
36047,35614,1,0
36049,,0,1
36051,40380,1,0
36053,45060,1,0
36055,40380,1,0
36057,,0,1
36059,35004,1,0
36061,35614,1,0
36063,15380,1,0
36065,46540,1,0
36067,45060,1,0
36069,40380,1,0
36071,35614,1,0
36073,40380,1,0
36075,45060,1,0
36077,,0,1
36079,20524,1,0
36081,35614,1,0
36083,10580,1,0
36085,35614,1,0
36087,35614,1,0
36089,,0,1
36091,10580,1,0
36093,10580,1,0
36095,10580,1,0
36097,,0,1
36099,,0,1
36101,,0,1
36103,35004,1,0
36105,,0,1
36107,13780,1,0
36109,27060,1,0
36111,28740,1,0
36113,24020,1,0
36115,24020,1,0
36117,40380,1,0
36119,35614,1,0
36121,,0,1
36123,40380,1,0
36990,,0,1
37001,15500,1,0
37003,25860,1,0
37005,,0,1
37007,,0,1
37009,,0,1
37011,,0,1
37013,,0,1
37015,,0,1
37017,,0,1
37019,34820,1,0
37021,11700,1,0
37023,25860,1,0
37025,16740,1,0
37027,25860,1,0
37029,,0,1
37031,,0,1
37033,,0,1
37035,25860,1,0
37037,20500,1,0
37039,,0,1
37041,,0,1
37043,,0,1
37045,,0,1
37047,,0,1
37049,35100,1,0
37051,22180,1,0
37053,47260,1,0
37055,,0,1
37057,49180,1,0
37059,49180,1,0
37061,,0,1
37063,20500,1,0
37065,40580,1,0
37067,49180,1,0
37069,39580,1,0
37071,16740,1,0
37073,47260,1,0
37075,,0,1
37077,,0,1
37079,,0,1
37081,24660,1,0
37083,,0,1
37085,,0,1
37087,11700,1,0
37089,11700,1,0
37091,,0,1
37093,22180,1,0
37095,,0,1
37097,16740,1,0
37099,,0,1
37101,39580,1,0
37103,35100,1,0
37105,,0,1
37107,,0,1
37109,16740,1,0
37111,,0,1
37113,,0,1
37115,11700,1,0
37117,,0,1
37119,16740,1,0
37121,,0,1
37123,,0,1
37125,,0,1
37127,40580,1,0
37129,48900,1,0
37131,,0,1
37133,27340,1,0
37135,20500,1,0
37137,35100,1,0
37139,,0,1
37141,48900,1,0
37143,,0,1
37145,20500,1,0
37147,24780,1,0
37149,,0,1
37151,24660,1,0
37153,,0,1
37155,,0,1
37157,24660,1,0
37159,16740,1,0
37161,,0,1
37163,,0,1
37165,,0,1
37167,16740,1,0
37169,49180,1,0
37171,,0,1
37173,,0,1
37175,,0,1
37177,,0,1
37179,16740,1,0
37181,,0,1
37183,39580,1,0
37185,,0,1
37187,,0,1
37189,,0,1
37191,24140,1,0
37193,,0,1
37195,,0,1
37197,49180,1,0
37199,,0,1
37990,,0,1
38001,,0,1
38003,,0,1
38005,,0,1
38007,,0,1
38009,,0,1
38011,,0,1
38013,,0,1
38015,13900,1,0
38017,22020,1,0
38019,,0,1
38021,,0,1
38023,,0,1
38025,,0,1
38027,,0,1
38029,,0,1
38031,,0,1
38033,,0,1
38035,24220,1,0
38037,,0,1
38039,,0,1
38041,,0,1
38043,,0,1
38045,,0,1
38047,,0,1
38049,,0,1
38051,,0,1
38053,,0,1
38055,,0,1
38057,,0,1
38059,13900,1,0
38061,,0,1
38063,,0,1
38065,13900,1,0
38067,,0,1
38069,,0,1
38071,,0,1
38073,,0,1
38075,,0,1
38077,,0,1
38079,,0,1
38081,,0,1
38083,,0,1
38085,13900,1,0
38087,,0,1
38089,,0,1
38091,,0,1
38093,,0,1
38095,,0,1
38097,,0,1
38099,,0,1
38101,,0,1
38103,,0,1
38105,,0,1
38990,,0,1
39001,,0,1
39003,30620,1,0
39005,,0,1
39007,,0,1
39009,,0,1
39011,,0,1
39013,48540,1,0
39015,17140,1,0
39017,17140,1,0
39019,15940,1,0
39021,,0,1
39023,44220,1,0
39025,17140,1,0
39027,,0,1
39029,,0,1
39031,,0,1
39033,,0,1
39035,17460,1,0
39037,,0,1
39039,,0,1
39041,18140,1,0
39043,,0,1
39045,18140,1,0
39047,,0,1
39049,18140,1,0
39051,45780,1,0
39053,,0,1
39055,17460,1,0
39057,19380,1,0
39059,,0,1
39061,17140,1,0
39063,,0,1
39065,,0,1
39067,,0,1
39069,,0,1
39071,,0,1
39073,18140,1,0
39075,,0,1
39077,,0,1
39079,,0,1
39081,48260,1,0
39083,,0,1
39085,17460,1,0
39087,26580,1,0
39089,18140,1,0
39091,,0,1
39093,17460,1,0
39095,45780,1,0
39097,18140,1,0
39099,49660,1,0
39101,,0,1
39103,17460,1,0
39105,,0,1
39107,,0,1
39109,19380,1,0
39111,,0,1
39113,19380,1,0
39115,,0,1
39117,18140,1,0
39119,,0,1
39121,,0,1
39123,,0,1
39125,,0,1
39127,18140,1,0
39129,18140,1,0
39131,,0,1
39133,10420,1,0
39135,,0,1
39137,,0,1
39139,31900,1,0
39141,,0,1
39143,,0,1
39145,,0,1
39147,,0,1
39149,,0,1
39151,15940,1,0
39153,10420,1,0
39155,49660,1,0
39157,,0,1
39159,18140,1,0
39161,,0,1
39163,,0,1
39165,17140,1,0
39167,,0,1
39169,,0,1
39171,,0,1
39173,45780,1,0
39175,,0,1
39990,,0,1
40001,,0,1
40003,,0,1
40005,,0,1
40007,,0,1
40009,,0,1
40011,,0,1
40013,,0,1
40015,,0,1
40017,36420,1,0
40019,,0,1
40021,,0,1
40023,,0,1
40025,,0,1
40027,36420,1,0
40029,,0,1
40031,30020,1,0
40033,30020,1,0
40035,,0,1
40037,46140,1,0
40039,,0,1
40041,,0,1
40043,,0,1
40045,,0,1
40047,21420,1,0
40049,,0,1
40051,36420,1,0
40053,,0,1
40055,,0,1
40057,,0,1
40059,,0,1
40061,,0,1
40063,,0,1
40065,,0,1
40067,,0,1
40069,,0,1
40071,,0,1
40073,,0,1
40075,,0,1
40077,,0,1
40079,22900,1,0
40081,36420,1,0
40083,36420,1,0
40085,,0,1
40087,36420,1,0
40089,,0,1
40091,,0,1
40093,,0,1
40095,,0,1
40097,,0,1
40099,,0,1
40101,,0,1
40103,,0,1
40105,,0,1
40107,,0,1
40109,36420,1,0
40111,46140,1,0
40113,46140,1,0
40115,,0,1
40117,46140,1,0
40119,,0,1
40121,,0,1
40123,,0,1
40125,,0,1
40127,,0,1
40129,,0,1
40131,46140,1,0
40133,,0,1
40135,22900,1,0
40137,,0,1
40139,,0,1
40141,,0,1
40143,46140,1,0
40145,46140,1,0
40147,,0,1
40149,,0,1
40151,,0,1
40153,,0,1
40990,,0,1
41001,,0,1
41003,18700,1,0
41005,38900,1,0
41007,,0,1
41009,38900,1,0
41011,,0,1
41013,,0,1
41015,,0,1
41017,13460,1,0
41019,,0,1
41021,,0,1
41023,,0,1
41025,,0,1
41027,,0,1
41029,32780,1,0
41031,,0,1
41033,24420,1,0
41035,,0,1
41037,,0,1
41039,21660,1,0
41041,,0,1
41043,10540,1,0
41045,,0,1
41047,41420,1,0
41049,,0,1
41051,38900,1,0
41053,41420,1,0
41055,,0,1
41057,,0,1
41059,,0,1
41061,,0,1
41063,,0,1
41065,,0,1
41067,38900,1,0
41069,,0,1
41071,38900,1,0
41990,,0,1
42001,23900,1,0
42003,38300,1,0
42005,38300,1,0
42007,38300,1,0
42009,,0,1
42011,39740,1,0
42013,11020,1,0
42015,,0,1
42017,33874,1,0
42019,38300,1,0
42021,27780,1,0
42023,,0,1
42025,10900,1,0
42027,44300,1,0
42029,33874,1,0
42031,,0,1
42033,,0,1
42035,,0,1
42037,14100,1,0
42039,,0,1
42041,25420,1,0
42043,25420,1,0
42045,37964,1,0
42047,,0,1
42049,21500,1,0
42051,38300,1,0
42053,,0,1
42055,16540,1,0
42057,,0,1
42059,,0,1
42061,,0,1
42063,,0,1
42065,,0,1
42067,,0,1
42069,42540,1,0
42071,29540,1,0
42073,,0,1
42075,30140,1,0
42077,10900,1,0
42079,42540,1,0
42081,48700,1,0
42083,,0,1
42085,49660,1,0
42087,,0,1
42089,20700,1,0
42091,33874,1,0
42093,14100,1,0
42095,10900,1,0
42097,,0,1
42099,25420,1,0
42101,37964,1,0
42103,35084,1,0
42105,,0,1
42107,,0,1
42109,,0,1
42111,,0,1
42113,,0,1
42115,,0,1
42117,,0,1
42119,,0,1
42121,,0,1
42123,,0,1
42125,38300,1,0
42127,,0,1
42129,38300,1,0
42131,42540,1,0
42133,49620,1,0
42990,,0,1
72001,,0,1
72003,10380,1,0
72005,10380,1,0
72007,41980,1,0
72009,41980,1,0
72011,10380,1,0
72013,11640,1,0
72015,25020,1,0
72017,41980,1,0
72019,41980,1,0
72021,41980,1,0
72023,41900,1,0
72025,41980,1,0
72027,11640,1,0
72029,41980,1,0
72031,41980,1,0
72033,41980,1,0
72035,41980,1,0
72037,41980,1,0
72039,41980,1,0
72041,41980,1,0
72043,,0,1
72045,41980,1,0
72047,41980,1,0
72049,,0,1
72051,41980,1,0
72053,41980,1,0
72054,41980,1,0
72055,38660,1,0
72057,25020,1,0
72059,38660,1,0
72061,41980,1,0
72063,41980,1,0
72065,11640,1,0
72067,32420,1,0
72069,41980,1,0
72071,10380,1,0
72073,,0,1
72075,38660,1,0
72077,41980,1,0
72079,41900,1,0
72081,10380,1,0
72083,,0,1
72085,41980,1,0
72087,41980,1,0
72089,41980,1,0
72091,41980,1,0
72093,,0,1
72095,41980,1,0
72097,32420,1,0
72099,10380,1,0
72101,41980,1,0
72103,41980,1,0
72105,41980,1,0
72107,41980,1,0
72109,25020,1,0
72111,38660,1,0
72113,38660,1,0
72115,11640,1,0
72117,10380,1,0
72119,41980,1,0
72121,41900,1,0
72123,,0,1
72125,41900,1,0
72127,41980,1,0
72129,41980,1,0
72131,10380,1,0
72133,,0,1
72135,41980,1,0
72137,41980,1,0
72139,41980,1,0
72141,10380,1,0
72143,41980,1,0
72145,41980,1,0
72147,,0,1
72149,38660,1,0
72151,41980,1,0
72153,38660,1,0
72990,,0,1
44001,39300,1,0
44003,39300,1,0
44005,39300,1,0
44007,39300,1,0
44009,39300,1,0
44999,,0,1
45001,,0,1
45003,12260,1,0
45005,,0,1
45007,24860,1,0
45009,,0,1
45011,,0,1
45013,25940,1,0
45015,16700,1,0
45017,17900,1,0
45019,16700,1,0
45021,,0,1
45023,16740,1,0
45025,,0,1
45027,,0,1
45029,,0,1
45031,22500,1,0
45033,,0,1
45035,16700,1,0
45037,12260,1,0
45039,17900,1,0
45041,22500,1,0
45043,,0,1
45045,24860,1,0
45047,,0,1
45049,,0,1
45051,34820,1,0
45053,25940,1,0
45055,17900,1,0
45057,16740,1,0
45059,24860,1,0
45061,,0,1
45063,17900,1,0
45065,,0,1
45067,,0,1
45069,,0,1
45071,,0,1
45073,,0,1
45075,,0,1
45077,24860,1,0
45079,17900,1,0
45081,17900,1,0
45083,43900,1,0
45085,44940,1,0
45087,43900,1,0
45089,,0,1
45091,16740,1,0
45990,,0,1
46003,,0,1
46005,,0,1
46007,,0,1
46009,,0,1
46011,,0,1
46013,,0,1
46015,,0,1
46017,,0,1
46019,,0,1
46021,,0,1
46023,,0,1
46025,,0,1
46027,,0,1
46029,,0,1
46031,,0,1
46033,39660,1,0
46035,,0,1
46037,,0,1
46039,,0,1
46041,,0,1
46043,,0,1
46045,,0,1
46047,,0,1
46049,,0,1
46051,,0,1
46053,,0,1
46055,,0,1
46057,,0,1
46059,,0,1
46061,,0,1
46063,,0,1
46065,,0,1
46067,,0,1
46069,,0,1
46071,,0,1
46073,,0,1
46075,,0,1
46077,,0,1
46079,,0,1
46081,,0,1
46083,43620,1,0
46085,,0,1
46087,43620,1,0
46089,,0,1
46091,,0,1
46093,39660,1,0
46095,,0,1
46097,,0,1
46099,43620,1,0
46101,,0,1
46103,39660,1,0
46105,,0,1
46107,,0,1
46109,,0,1
46111,,0,1
46113,,0,1
46115,,0,1
46117,,0,1
46119,,0,1
46121,,0,1
46123,,0,1
46125,43620,1,0
46127,43580,1,0
46129,,0,1
46135,,0,1
46137,,0,1
46990,,0,1
47001,28940,1,0
47003,,0,1
47005,,0,1
47007,,0,1
47009,28940,1,0
47011,17420,1,0
47013,28940,1,0
47015,34980,1,0
47017,,0,1
47019,27740,1,0
47021,34980,1,0
47023,27180,1,0
47025,,0,1
47027,,0,1
47029,,0,1
47031,,0,1
47033,27180,1,0
47035,,0,1
47037,34980,1,0
47039,,0,1
47041,,0,1
47043,34980,1,0
47045,,0,1
47047,32820,1,0
47049,,0,1
47051,,0,1
47053,,0,1
47055,,0,1
47057,28940,1,0
47059,,0,1
47061,,0,1
47063,34100,1,0
47065,16860,1,0
47067,,0,1
47069,,0,1
47071,,0,1
47073,28700,1,0
47075,,0,1
47077,,0,1
47079,,0,1
47081,34980,1,0
47083,,0,1
47085,,0,1
47087,,0,1
47089,34100,1,0
47091,,0,1
47093,28940,1,0
47095,,0,1
47097,,0,1
47099,,0,1
47101,,0,1
47103,,0,1
47105,28940,1,0
47107,,0,1
47109,,0,1
47111,34980,1,0
47113,27180,1,0
47115,16860,1,0
47117,,0,1
47119,34980,1,0
47121,,0,1
47123,,0,1
47125,17300,1,0
47127,,0,1
47129,28940,1,0
47131,,0,1
47133,,0,1
47135,,0,1
47137,,0,1
47139,17420,1,0
47141,,0,1
47143,,0,1
47145,28940,1,0
47147,34980,1,0
47149,34980,1,0
47151,,0,1
47153,16860,1,0
47155,,0,1
47157,32820,1,0
47159,34980,1,0
47161,,0,1
47163,28700,1,0
47165,34980,1,0
47167,32820,1,0
47169,34980,1,0
47171,27740,1,0
47173,28940,1,0
47175,,0,1
47177,,0,1
47179,27740,1,0
47181,,0,1
47183,,0,1
47185,,0,1
47187,34980,1,0
47189,34980,1,0
47990,,0,1
48001,,0,1
48003,,0,1
48005,,0,1
48007,18580,1,0
48009,48660,1,0
48011,11100,1,0
48013,41700,1,0
48015,26420,1,0
48017,,0,1
48019,41700,1,0
48021,12420,1,0
48023,,0,1
48025,,0,1
48027,28660,1,0
48029,41700,1,0
48031,,0,1
48033,,0,1
48035,,0,1
48037,45500,1,0
48039,26420,1,0
48041,17780,1,0
48043,,0,1
48045,,0,1
48047,,0,1
48049,,0,1
48051,17780,1,0
48053,,0,1
48055,12420,1,0
48057,,0,1
48059,10180,1,0
48061,15180,1,0
48063,,0,1
48065,11100,1,0
48067,,0,1
48069,,0,1
48071,26420,1,0
48073,,0,1
48075,,0,1
48077,48660,1,0
48079,,0,1
48081,,0,1
48083,,0,1
48085,19124,1,0
48087,,0,1
48089,,0,1
48091,41700,1,0
48093,,0,1
48095,,0,1
48097,,0,1
48099,28660,1,0
48101,,0,1
48103,,0,1
48105,,0,1
48107,31180,1,0
48109,,0,1
48111,,0,1
48113,19124,1,0
48115,,0,1
48117,,0,1
48119,,0,1
48121,19124,1,0
48123,,0,1
48125,,0,1
48127,,0,1
48129,,0,1
48131,,0,1
48133,,0,1
48135,36220,1,0
48137,,0,1
48139,19124,1,0
48141,21340,1,0
48143,,0,1
48145,47380,1,0
48147,,0,1
48149,,0,1
48151,,0,1
48153,,0,1
48155,,0,1
48157,26420,1,0
48159,,0,1
48161,,0,1
48163,,0,1
48165,,0,1
48167,26420,1,0
48169,,0,1
48171,,0,1
48173,,0,1
48175,47020,1,0
48177,,0,1
48179,,0,1
48181,43300,1,0
48183,30980,1,0
48185,,0,1
48187,41700,1,0
48189,,0,1
48191,,0,1
48193,,0,1
48195,,0,1
48197,,0,1
48199,13140,1,0
48201,26420,1,0
48203,,0,1
48205,,0,1
48207,,0,1
48209,12420,1,0
48211,,0,1
48213,,0,1
48215,32580,1,0
48217,,0,1
48219,,0,1
48221,23104,1,0
48223,,0,1
48225,,0,1
48227,,0,1
48229,21340,1,0
48231,19124,1,0
48233,,0,1
48235,41660,1,0
48237,,0,1
48239,,0,1
48241,,0,1
48243,,0,1
48245,13140,1,0
48247,,0,1
48249,,0,1
48251,23104,1,0
48253,10180,1,0
48255,,0,1
48257,19124,1,0
48259,41700,1,0
48261,,0,1
48263,,0,1
48265,,0,1
48267,,0,1
48269,,0,1
48271,,0,1
48273,,0,1
48275,,0,1
48277,,0,1
48279,,0,1
48281,28660,1,0
48283,,0,1
48285,,0,1
48287,,0,1
48289,,0,1
48291,26420,1,0
48293,,0,1
48295,,0,1
48297,,0,1
48299,,0,1
48301,,0,1
48303,31180,1,0
48305,31180,1,0
48307,,0,1
48309,47380,1,0
48311,,0,1
48313,,0,1
48315,,0,1
48317,33260,1,0
48319,,0,1
48321,,0,1
48323,,0,1
48325,41700,1,0
48327,,0,1
48329,33260,1,0
48331,,0,1
48333,,0,1
48335,,0,1
48337,,0,1
48339,26420,1,0
48341,,0,1
48343,,0,1
48345,,0,1
48347,,0,1
48349,,0,1
48351,13140,1,0
48353,,0,1
48355,18580,1,0
48357,,0,1
48359,11100,1,0
48361,13140,1,0
48363,,0,1
48365,,0,1
48367,23104,1,0
48369,,0,1
48371,,0,1
48373,,0,1
48375,11100,1,0
48377,,0,1
48379,,0,1
48381,11100,1,0
48383,,0,1
48385,,0,1
48387,,0,1
48389,,0,1
48391,,0,1
48393,,0,1
48395,17780,1,0
48397,19124,1,0
48399,,0,1
48401,30980,1,0
48403,,0,1
48405,,0,1
48407,,0,1
48409,18580,1,0
48411,,0,1
48413,,0,1
48415,,0,1
48417,,0,1
48419,,0,1
48421,,0,1
48423,46340,1,0
48425,23104,1,0
48427,,0,1
48429,,0,1
48431,,0,1
48433,,0,1
48435,,0,1
48437,,0,1
48439,23104,1,0
48441,10180,1,0
48443,,0,1
48445,,0,1
48447,,0,1
48449,,0,1
48451,41660,1,0
48453,12420,1,0
48455,,0,1
48457,,0,1
48459,30980,1,0
48461,,0,1
48463,,0,1
48465,,0,1
48467,,0,1
48469,47020,1,0
48471,,0,1
48473,26420,1,0
48475,,0,1
48477,,0,1
48479,29700,1,0
48481,,0,1
48483,,0,1
48485,48660,1,0
48487,,0,1
48489,,0,1
48491,12420,1,0
48493,41700,1,0
48495,,0,1
48497,23104,1,0
48499,,0,1
48501,,0,1
48503,,0,1
48505,,0,1
48507,,0,1
48990,,0,1
49001,,0,1
49003,36260,1,0
49005,30860,1,0
49007,,0,1
49009,,0,1
49011,36260,1,0
49013,,0,1
49015,,0,1
49017,,0,1
49019,,0,1
49021,,0,1
49023,39340,1,0
49025,,0,1
49027,,0,1
49029,36260,1,0
49031,,0,1
49033,,0,1
49035,41620,1,0
49037,,0,1
49039,,0,1
49041,,0,1
49043,,0,1
49045,41620,1,0
49047,,0,1
49049,39340,1,0
49051,,0,1
49053,41100,1,0
49055,,0,1
49057,36260,1,0
49990,,0,1
50001,,0,1
50003,,0,1
50005,,0,1
50007,15540,1,0
50009,,0,1
50011,15540,1,0
50013,15540,1,0
50015,,0,1
50017,,0,1
50019,,0,1
50021,,0,1
50023,,0,1
50025,,0,1
50027,,0,1
50990,,0,1
51001,,0,1
51003,16820,1,0
51510,47894,1,0
51005,,0,1
51007,40060,1,0
51009,31340,1,0
51011,31340,1,0
51013,47894,1,0
51015,44420,1,0
51017,,0,1
51019,31340,1,0
51021,,0,1
51023,40220,1,0
51520,28700,1,0
51025,,0,1
51027,,0,1
51029,16820,1,0
51530,,0,1
51031,31340,1,0
51033,40060,1,0
51035,,0,1
51036,40060,1,0
51037,,0,1
51540,16820,1,0
51550,47260,1,0
51041,40060,1,0
51043,47894,1,0
51570,40060,1,0
51580,,0,1
51045,40220,1,0
51047,47894,1,0
51049,,0,1
51590,,0,1
51051,,0,1
51053,40060,1,0
51595,,0,1
51057,,0,1
51600,47894,1,0
51059,47894,1,0
51610,47894,1,0
51061,47894,1,0
51063,13980,1,0
51065,16820,1,0
51620,,0,1
51067,40220,1,0
51069,49020,1,0
51630,47894,1,0
51640,,0,1
51071,13980,1,0
51073,47260,1,0
51075,40060,1,0
51077,,0,1
51079,16820,1,0
51081,,0,1
51083,,0,1
51650,47260,1,0
51085,40060,1,0
51660,25500,1,0
51087,40060,1,0
51089,,0,1
51091,,0,1
51670,40060,1,0
51093,47260,1,0
51095,47260,1,0
51097,,0,1
51099,,0,1
51101,40060,1,0
51103,,0,1
51105,,0,1
51678,,0,1
51107,47894,1,0
51109,,0,1
51111,,0,1
51680,31340,1,0
51113,,0,1
51690,,0,1
51683,47894,1,0
51685,47894,1,0
51115,47260,1,0
51117,,0,1
51119,,0,1
51121,13980,1,0
51125,16820,1,0
51127,40060,1,0
51700,47260,1,0
51710,47260,1,0
51131,,0,1
51133,,0,1
51720,,0,1
51135,,0,1
51137,,0,1
51139,,0,1
51141,,0,1
51730,40060,1,0
51143,,0,1
51740,47260,1,0
51735,47260,1,0
51145,40060,1,0
51147,,0,1
51149,40060,1,0
51153,47894,1,0
51155,13980,1,0
51750,13980,1,0
51157,47894,1,0
51159,,0,1
51760,40060,1,0
51161,40220,1,0
51770,40220,1,0
51163,,0,1
51165,25500,1,0
51167,,0,1
51775,40220,1,0
51169,28700,1,0
51171,,0,1
51173,,0,1
51175,,0,1
51177,47894,1,0
51179,47894,1,0
51790,44420,1,0
51800,47260,1,0
51181,,0,1
51183,40060,1,0
51185,,0,1
51810,47260,1,0
51187,47894,1,0
51191,28700,1,0
51820,44420,1,0
51193,,0,1
51830,47260,1,0
51840,49020,1,0
51195,,0,1
51197,,0,1
51199,47260,1,0
51990,,0,1
53001,,0,1
53003,30300,1,0
53005,28420,1,0
53007,48300,1,0
53009,,0,1
53011,38900,1,0
53013,47460,1,0
53015,31020,1,0
53017,48300,1,0
53019,,0,1
53021,28420,1,0
53023,,0,1
53025,,0,1
53027,,0,1
53029,,0,1
53031,,0,1
53033,42644,1,0
53035,14740,1,0
53037,,0,1
53039,,0,1
53041,,0,1
53043,,0,1
53045,,0,1
53047,,0,1
53049,,0,1
53051,44060,1,0
53053,45104,1,0
53055,,0,1
53057,34580,1,0
53059,38900,1,0
53061,42644,1,0
53063,44060,1,0
53065,44060,1,0
53067,36500,1,0
53069,,0,1
53071,47460,1,0
53073,13380,1,0
53075,,0,1
53077,49420,1,0
53990,,0,1
54001,,0,1
54003,25180,1,0
54005,16620,1,0
54007,,0,1
54009,48260,1,0
54011,26580,1,0
54013,,0,1
54015,16620,1,0
54017,,0,1
54019,13220,1,0
54021,,0,1
54023,,0,1
54025,,0,1
54027,49020,1,0
54029,48260,1,0
54031,,0,1
54033,,0,1
54035,,0,1
54037,47894,1,0
54039,16620,1,0
54041,,0,1
54043,26580,1,0
54045,,0,1
54047,,0,1
54049,,0,1
54051,48540,1,0
54053,,0,1
54055,,0,1
54057,19060,1,0
54059,,0,1
54061,34060,1,0
54063,,0,1
54065,,0,1
54067,,0,1
54069,48540,1,0
54071,,0,1
54073,,0,1
54075,,0,1
54077,34060,1,0
54079,26580,1,0
54081,13220,1,0
54083,,0,1
54085,,0,1
54087,,0,1
54089,,0,1
54091,,0,1
54093,,0,1
54095,,0,1
54097,,0,1
54099,26580,1,0
54101,,0,1
54103,,0,1
54105,37620,1,0
