Federal Provider Number,Residents Total Confirmed COVID-19,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total COVID-19 Deaths,No Confirmed COVID-19 Cases among residents,Confirmed COVID-19 Cases among residents (1-<95% Percentile),Confirmed COVID-19 Cases among residents (>=95% Percentile),No Confirmed COVID-19 Cases among staff,Confirmed COVID-19 Cases among staff (1-<95% Percentile),Confirmed COVID-19 Cases among staff (>=95% Percentile),No Confirmed COVID-19 Deaths among residents,Confirmed COVID-19 Deaths among residents (1-<95% Percentile),Confirmed COVID-19 Deaths among residents (>=95% Percentile),No Confirmed COVID-19 Deaths among staff,Confirmed COVID-19 Deaths among staff (>0),Facility size Small (<33% Percentile beds),Facility size Medium (33%-66% Percentile beds),Facility size Large (>66% Percentile beds),Low occupancy rate (<33% Percentile),Medium occupancy rate (33%-66% Percentile),High occupancy rate (>66% Percentile)
056353,0,0,50,45,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
015468,4,0,120,100,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
065387,0,6,60,39,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
105128,3,0,120,59,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
045303,1,0,100,65,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
045315,0,0,75,68,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
045323,0,0,130,68,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
045407,3,0,140,117,12,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
075382,0,1,130,109,3,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
065195,21,6,64,51,7,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
055252,85,5,102,75,49,2,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
055760,4,1,97,68,10,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
075402,4,0,98,75,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
056122,103,16,140,75,32,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0
015221,6,1,181,142,4,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
065282,1,0,140,123,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
045354,0,0,102,75,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
075105,18,13,75,59,22,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
055121,20,0,167,106,13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
056346,0,0,130,102,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
035189,31,1,128,68,12,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
075329,8,0,128,110,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
045358,0,0,115,74,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
075310,0,0,90,83,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
056096,0,0,94,65,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
055646,4,0,66,50,11,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
015415,0,0,34,31,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
055446,0,0,80,64,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
065312,0,0,37,31,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
085052,11,2,130,95,12,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
056132,0,0,99,84,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
025024,0,0,40,28,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
015045,0,0,103,91,8,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
075214,26,11,65,58,15,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
055523,12,6,136,108,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
056362,0,0,80,79,3,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
045167,0,0,140,105,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
056055,0,0,99,71,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
05A192,1,0,19,19,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
05A427,2,0,126,114,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
095038,12,10,50,44,16,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
095031,67,9,180,162,31,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
045151,50,6,119,56,25,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
055510,0,0,89,68,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
055526,7,3,99,60,19,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
085042,47,18,104,78,11,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0
055258,0,0,106,89,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
055968,31,5,102,58,19,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
015417,0,0,75,67,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
015120,2,0,151,126,10,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
045245,0,0,105,73,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
055374,2,0,206,180,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
056412,28,9,97,53,13,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
065265,0,0,73,54,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
056120,1,1,96,79,3,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
015210,76,13,197,130,35,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
065299,0,0,73,50,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
055028,0,0,59,35,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
055268,1,0,83,71,4,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
015149,0,0,71,63,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
05A364,0,0,30,29,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
06A192,0,0,38,23,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
056180,3,0,50,40,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
075345,48,9,100,80,14,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
085058,0,0,26,7,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
075264,101,13,145,112,15,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
065272,15,14,103,78,44,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
105005,22,3,87,69,22,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
075244,50,7,120,96,14,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
015137,0,0,97,80,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
055111,1,0,99,80,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
015212,1,0,118,63,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
085037,78,16,181,151,24,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1
045353,0,0,78,48,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
035093,0,0,80,35,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
055408,4,0,59,45,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
055241,0,0,83,79,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
055288,3,15,99,80,2,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
045451,0,0,96,56,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
035159,1,0,196,143,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
075412,16,5,60,21,15,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
055298,0,0,93,63,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
056298,0,0,99,64,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
085050,26,12,120,96,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
056215,0,0,70,40,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
055892,18,2,36,30,5,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
065307,0,0,88,59,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
045416,0,0,106,79,4,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
056477,32,6,139,99,21,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
055697,74,15,99,57,26,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0
065169,0,0,89,82,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
085003,1,0,48,38,4,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
055685,17,2,75,49,9,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
015372,1,0,90,68,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
035247,11,2,60,42,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
075420,15,9,150,128,4,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
055704,5,0,49,43,7,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
015027,39,4,121,92,28,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
065276,0,0,120,67,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
056166,32,14,104,101,37,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
056074,15,0,184,136,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
015191,1,0,68,65,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
015032,11,0,154,114,9,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
075232,0,0,35,30,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
075414,0,1,96,80,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
045421,2,0,100,69,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
105319,1,0,130,97,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
056035,10,0,99,80,28,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
035255,85,18,180,98,40,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
035087,1,2,155,155,13,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
056433,14,11,200,152,29,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
045342,0,0,70,49,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
035251,11,4,52,26,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
015049,4,0,117,75,6,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
055674,13,0,99,81,20,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
055041,11,4,98,67,16,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
075407,26,3,75,49,9,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
056380,9,0,131,104,7,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
075356,22,13,60,41,20,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
105132,1,0,93,90,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
075316,6,7,105,70,5,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
056220,1,0,135,117,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
055585,2,0,93,63,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
075379,0,4,88,27,3,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
056138,0,1,48,16,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
075158,79,14,120,82,24,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
055341,48,57,75,41,25,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0
035257,0,0,58,34,4,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
015060,5,0,66,54,14,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
055761,0,0,99,52,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
105117,5,0,69,54,18,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
075106,76,4,150,121,17,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
075265,5,6,90,56,9,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
056162,32,4,99,70,32,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
055093,0,0,72,58,4,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
015124,3,0,83,72,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
035268,13,1,38,18,17,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
025037,0,0,18,15,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
065403,0,0,96,74,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
065355,0,0,52,44,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
055222,0,0,62,50,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
065423,0,0,70,29,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
056103,0,0,135,114,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
015419,1,0,86,81,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
055079,0,0,162,114,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
055799,1,0,56,43,3,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
045317,9,9,140,125,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
035263,0,0,60,45,3,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
075429,10,7,62,41,11,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
045462,0,0,96,91,7,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
075437,0,0,40,25,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
056456,9,0,99,93,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
055147,26,2,176,153,16,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105252,0,0,163,155,18,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
105297,2,1,176,112,4,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
055983,34,8,97,68,23,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
075257,159,69,345,246,83,2,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
085047,1,0,96,81,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
056288,0,0,124,75,4,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
055342,4,1,123,79,9,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
065425,0,0,54,39,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
045458,1,1,143,86,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
055201,47,14,119,82,24,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
105302,2,0,120,98,16,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
105120,4,6,143,83,6,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
065370,0,0,120,100,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
015425,6,0,165,131,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
035174,28,3,200,110,6,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
056042,18,0,70,43,13,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
055240,2,0,87,71,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
055711,4,0,59,46,2,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
045441,0,0,103,96,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
035284,0,0,120,98,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
05A340,16,0,190,175,18,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
065139,0,0,104,80,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
045153,0,0,55,22,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
065009,5,1,150,105,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
075383,14,4,72,47,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
085053,1,0,40,31,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
015220,4,0,80,73,10,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
055206,38,8,145,91,37,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
035092,18,2,176,143,8,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
105268,1,0,107,94,18,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
055262,103,2,71,30,57,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0
055330,3,0,99,84,16,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
045403,1,0,80,44,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
055871,0,0,80,61,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
056381,0,0,99,84,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
055072,1,0,113,100,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
015066,0,0,63,52,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
056186,0,0,109,99,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
08A020,26,7,67,47,8,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
055116,0,0,59,38,3,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
056416,0,0,99,80,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
065241,3,2,164,78,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
045170,1,0,167,116,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
075320,53,20,124,73,20,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
075388,21,7,60,34,13,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
075309,20,0,217,73,3,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
045465,0,0,114,92,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
065316,0,0,69,55,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
015408,51,9,59,40,46,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
025030,0,0,22,22,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
06A172,1,0,96,83,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
055253,1,0,156,127,27,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
055104,30,2,81,51,39,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
055996,20,1,121,70,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
045183,21,0,115,98,78,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
035196,8,0,191,101,10,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
025027,0,0,61,56,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
05A024,0,0,194,162,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
045218,0,0,105,68,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
055512,0,0,59,46,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
045177,0,0,70,48,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
015467,1,0,125,123,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
065217,2,0,46,39,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
056496,0,0,33,16,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
085020,43,25,151,114,32,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
075415,22,7,90,59,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
055959,0,0,95,75,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
09E020,21,4,40,24,12,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
055932,32,16,201,126,22,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
015117,0,0,100,90,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
045208,0,0,89,62,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
035096,47,15,143,70,27,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
015133,9,0,148,121,9,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
105283,48,48,120,86,21,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
056304,1,0,135,126,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
055123,1,1,90,76,6,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
015048,0,0,95,77,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
045379,0,0,172,126,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
045254,21,5,120,75,11,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
065409,0,0,44,31,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
055563,0,0,55,48,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
075410,39,12,60,39,18,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
055168,0,0,59,46,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
055719,0,0,71,62,3,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
055412,1,0,87,57,6,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
055874,2,0,99,74,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
055853,0,0,68,47,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
075268,60,2,144,123,31,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
056182,7,0,99,81,11,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
055525,1,0,55,49,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
035293,0,0,46,37,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
056090,0,0,181,153,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
015213,22,3,234,136,11,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
015145,61,13,132,97,32,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
045194,1,1,111,39,7,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
015381,8,1,48,29,8,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
045289,0,0,80,70,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
105158,0,0,113,48,5,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
04E090,0,0,70,56,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
035297,2,0,100,51,7,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
056222,3,0,180,112,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
085027,3,0,120,102,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
015201,1,0,90,61,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
025038,0,0,67,56,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
045306,0,0,90,73,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
105072,6,2,159,142,32,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
065404,0,0,42,35,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
105311,4,0,180,117,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
05A183,8,2,49,39,3,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
055677,5,0,49,42,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
08E029,0,5,26,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
055817,48,15,69,54,24,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
045364,0,0,95,79,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
105145,3,0,122,196,8,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
015151,13,0,170,86,8,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
045202,3,0,85,63,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
065291,0,0,60,32,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
045470,54,5,111,49,18,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
035287,5,0,19,7,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
035130,2,0,103,64,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
015053,0,0,82,75,4,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
105307,9,2,138,77,13,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
