PROV,paymcaid,multifac,pctwhite_2011p,Low Medicaid share (<Median),High Medicaid share (>=Median),No chain affiliation,Chain affiliation,Low racial or ethnic minority share (<Median),High racial or ethnic minority share (>=Median)
335808,82.35,No,41.36,0,1,1,0,1,0
335224,56.96,No,39.13,1,0,1,0,1,0
335225,55.17,No,92.31,1,0,1,0,0,1
335226,59.59,No,98.56,1,0,1,0,0,1
335227,57.67,No,11.91,1,0,1,0,1,0
335228,81.29,Yes,91.67,0,1,0,1,0,1
335229,61.47,No,88.07,1,0,1,0,1,0
335231,33.98,No,88.17,1,0,1,0,1,0
335232,37.9,No,56.25,1,0,1,0,1,0
335233,65.22,Yes,93.06,0,1,0,1,0,1
335236,78.18,No,98.02,0,1,1,0,0,1
335238,72.75,No,86.81,0,1,1,0,1,0
335239,54.56,No,81.74,1,0,1,0,1,0
335243,33.33,Yes,100,1,0,0,1,0,1
335245,73.08,No,9.35,0,1,1,0,1,0
335247,59.09,Yes,73.66,1,0,0,1,1,0
335248,73.3,No,24.31,0,1,1,0,1,0
335249,74.26,No,94.96,0,1,1,0,0,1
335250,51.14,No,78.82,1,0,1,0,1,0
335252,7.5,No,96.79,1,0,1,0,0,1
335253,83.23,No,71.43,0,1,1,0,1,0
335254,67.83,No,74.8,0,1,1,0,1,0
335255,60.53,No,100,1,0,1,0,0,1
335256,53.49,Yes,97.48,1,0,0,1,0,1
335257,85.64,No,23.16,0,1,1,0,1,0
335259,50,No,94.5,1,0,1,0,0,1
335261,55.48,No,90.64,1,0,1,0,0,1
335263,59.24,No,94.44,1,0,1,0,0,1
335817,59.71,No,55.47,1,0,1,0,1,0
335265,2.29,No,97.35,1,0,1,0,0,1
335266,58.03,No,49.43,1,0,1,0,1,0
335267,63.24,No,98.46,1,0,1,0,0,1
335268,76.22,No,96.97,0,1,1,0,0,1
335269,47.96,No,56.59,1,0,1,0,1,0
335271,55.93,No,38.37,1,0,1,0,1,0
335273,92.86,No,60.71,0,1,1,0,1,0
335274,32.04,No,91,1,0,1,0,0,1
335275,69.77,No,75,0,1,1,0,1,0
335279,71.04,No,47.25,0,1,1,0,1,0
335280,66.67,Yes,85.25,0,1,0,1,1,0
335281,81.76,Yes,97.79,0,1,0,1,0,1
335283,56.25,No,91.91,1,0,1,0,0,1
335284,49.18,No,85.03,1,0,1,0,1,0
335285,77.07,No,67.83,0,1,1,0,1,0
335286,67.14,No,91.91,0,1,1,0,0,1
335287,96.34,No,30.6,0,1,1,0,1,0
335288,27.56,No,89.11,1,0,1,0,0,1
335289,86.43,No,97.62,0,1,1,0,0,1
335290,41.76,No,47.62,1,0,1,0,1,0
335291,72.08,No,98.16,0,1,1,0,0,1
335292,68.93,No,46.11,0,1,1,0,1,0
335294,67.84,No,42.2,0,1,1,0,1,0
335296,49.32,No,81.4,1,0,1,0,1,0
335297,53.5,No,70,1,0,1,0,1,0
335299,69.49,No,64.81,0,1,1,0,1,0
335300,74.7,No,93.99,0,1,1,0,0,1
335301,40.72,No,89.5,1,0,1,0,0,1
335306,56.76,Yes,99,1,0,0,1,0,1
335308,66.27,Yes,97.56,0,1,0,1,0,1
335309,72.16,Yes,98.91,0,1,0,1,0,1
335310,62.25,No,62.32,1,0,1,0,1,0
335311,15.12,No,84.34,1,0,1,0,1,0
335312,85.52,No,67.15,0,1,1,0,1,0
335313,7.14,No,100,1,0,1,0,0,1
335314,60.61,No,96.25,1,0,1,0,0,1
335316,69.05,No,88.61,0,1,1,0,0,1
335317,73.71,No,30.86,0,1,1,0,1,0
335320,48.67,No,76.7,1,0,1,0,1,0
335321,95.15,No,15.03,0,1,1,0,1,0
335322,48.35,No,98.41,1,0,1,0,0,1
335323,22.73,No,77.92,1,0,1,0,1,0
335857,67.52,No,96.58,0,1,1,0,0,1
335325,34.48,No,96,1,0,1,0,0,1
335326,62.16,No,92.49,1,0,1,0,0,1
335327,77.16,No,46.89,0,1,1,0,1,0
335328,80.8,No,47.76,0,1,1,0,1,0
335330,78.18,Yes,91.58,0,1,0,1,0,1
335331,62.07,No,98.04,1,0,1,0,0,1
335332,67.68,No,95.81,0,1,1,0,0,1
335333,71.79,No,19.4,0,1,1,0,1,0
335334,51.61,No,44.33,1,0,1,0,1,0
335336,37.08,No,53.29,1,0,1,0,1,0
335337,63.97,No,47.06,1,0,1,0,1,0
335338,47.88,No,84.57,1,0,1,0,1,0
335339,64.94,No,89.33,0,1,1,0,0,1
335340,47.59,No,96.85,1,0,1,0,0,1
335341,58.7,No,71.97,1,0,1,0,1,0
335342,28.95,No,92.13,1,0,1,0,0,1
335344,75.36,Yes,97.18,0,1,0,1,0,1
335345,65.14,No,100,0,1,1,0,0,1
335346,60.33,No,93.02,1,0,1,0,0,1
335347,71.58,No,40.23,0,1,1,0,1,0
335348,34.38,No,90.91,1,0,1,0,0,1
335349,82.21,No,26.06,0,1,1,0,1,0
335350,65.77,No,44.59,0,1,1,0,1,0
335351,69.88,No,97.5,0,1,1,0,0,1
335815,56.76,No,98.11,1,0,1,0,0,1
335353,65.83,No,98.28,0,1,1,0,0,1
335355,75.38,No,100,0,1,1,0,0,1
335357,55.46,No,88.89,1,0,1,0,0,1
335358,90.35,No,9.72,0,1,1,0,1,0
335361,50.48,Yes,96.94,1,0,0,1,0,1
335363,67.39,No,91.19,0,1,1,0,0,1
335364,70.45,No,100,0,1,1,0,0,1
335365,82.71,No,70.9,0,1,1,0,1,0
335366,58.14,No,85.71,1,0,1,0,1,0
335812,50.53,No,72.73,1,0,1,0,1,0
335369,34.19,Yes,99.01,1,0,0,1,0,1
335371,79.7,Yes,91.94,0,1,0,1,0,1
335372,65.04,No,57.14,0,1,1,0,1,0
335373,89.85,No,17.71,0,1,1,0,1,0
335374,44.04,No,79.38,1,0,1,0,1,0
335375,44.55,No,100,1,0,1,0,0,1
335376,71.55,No,82.08,0,1,1,0,1,0
335377,77.23,No,86.27,0,1,1,0,1,0
335378,50,No,78.08,1,0,1,0,1,0
335379,49,No,32.58,1,0,1,0,1,0
335380,50.85,No,66.06,1,0,1,0,1,0
335381,88.76,No,5.05,0,1,1,0,1,0
335382,28.35,Yes,99.2,1,0,0,1,0,1
335383,82.33,No,88.28,0,1,1,0,1,0
335386,6.32,No,99,1,0,1,0,0,1
335387,61.68,No,33.13,1,0,1,0,1,0
335388,77.38,No,14.75,0,1,1,0,1,0
335389,49.58,No,89.22,1,0,1,0,0,1
335390,72.26,No,84.5,0,1,1,0,1,0
335391,54.32,Yes,96.15,1,0,0,1,0,1
335392,52.69,No,93.68,1,0,1,0,0,1
335393,46.48,Yes,99.25,1,0,0,1,0,1
335394,56.53,No,98.42,1,0,1,0,0,1
335396,67.37,No,87.65,0,1,1,0,1,0
335397,78.57,Yes,84.89,0,1,0,1,1,0
335398,46.22,No,57.14,1,0,1,0,1,0
335399,62.16,No,84.62,1,0,1,0,1,0
335400,79.35,Yes,97.78,0,1,0,1,0,1
335401,30.3,No,88.14,1,0,1,0,1,0
335402,38.71,No,86.42,1,0,1,0,1,0
335403,73.99,No,91.88,0,1,1,0,0,1
335404,75.45,No,58.72,0,1,1,0,1,0
335405,92,Yes,91.67,0,1,0,1,0,1
335406,24.87,No,96.49,1,0,1,0,0,1
335407,51.06,Yes,93.18,1,0,0,1,0,1
335408,39.13,Yes,100,1,0,0,1,0,1
335409,43.42,No,95.59,1,0,1,0,0,1
335410,77.19,No,80.85,0,1,1,0,1,0
335411,53.5,No,65.93,1,0,1,0,1,0
335412,74.7,No,96.97,0,1,1,0,0,1
335413,81.36,Yes,88.18,0,1,0,1,1,0
335415,77.14,No,32.14,0,1,1,0,1,0
335416,45.09,No,65.05,1,0,1,0,1,0
335418,63.47,No,61.96,1,0,1,0,1,0
335419,90.54,Yes,61.33,0,1,0,1,1,0
335421,61.17,No,54.08,1,0,1,0,1,0
335422,74.11,No,98.96,0,1,1,0,0,1
335423,66.22,No,90.51,0,1,1,0,0,1
335424,62.37,No,48.47,1,0,1,0,1,0
335425,78.05,No,76.38,0,1,1,0,1,0
335426,83.65,No,21.07,0,1,1,0,1,0
335427,33.76,No,97.26,1,0,1,0,0,1
335428,72.92,No,98.55,0,1,1,0,0,1
335429,76.71,No,95.59,0,1,1,0,0,1
335431,83.52,No,98.37,0,1,1,0,0,1
335432,73.33,No,75.41,0,1,1,0,1,0
335433,45.19,Yes,88.29,1,0,0,1,1,0
335434,44.14,No,56.38,1,0,1,0,1,0
335435,45.16,No,98.25,1,0,1,0,0,1
335436,44.14,No,21.39,1,0,1,0,1,0
335437,79.29,Yes,49.25,0,1,0,1,1,0
335438,62.88,Yes,97.98,1,0,0,1,0,1
335439,73.79,No,31.96,0,1,1,0,1,0
335440,40.11,No,87.93,1,0,1,0,1,0
335441,51.75,No,81.65,1,0,1,0,1,0
335442,94.59,No,94.74,0,1,1,0,0,1
335445,85.53,No,8.47,0,1,1,0,1,0
335446,61.98,No,24.4,1,0,1,0,1,0
335447,4.76,No,92.19,1,0,1,0,0,1
335448,78.89,No,32.42,0,1,1,0,1,0
335449,53.54,No,83.33,1,0,1,0,1,0
335451,44.65,No,97.06,1,0,1,0,0,1
335453,74.07,No,100,0,1,1,0,0,1
335454,59.64,No,100,1,0,1,0,0,1
335455,44.78,Yes,91.67,1,0,0,1,0,1
335457,78.87,No,89.55,0,1,1,0,0,1
335458,52.25,Yes,80.39,1,0,0,1,1,0
335459,67.61,No,19.27,0,1,1,0,1,0
335460,58.67,No,100,1,0,1,0,0,1
335461,38.64,Yes,15.69,1,0,0,1,1,0
335462,87.75,No,15.13,0,1,1,0,1,0
335464,71.58,No,79.88,0,1,1,0,1,0
335465,42.44,No,93.37,1,0,1,0,0,1
335466,34.62,No,97.96,1,0,1,0,0,1
335467,73.02,No,98.51,0,1,1,0,0,1
335468,56.76,No,97.15,1,0,1,0,0,1
335470,37.2,No,55.63,1,0,1,0,1,0
335471,50.55,No,71.74,1,0,1,0,1,0
335472,82.89,No,53.8,0,1,1,0,1,0
335473,82.86,No,69.49,0,1,1,0,1,0
335475,40.13,No,97.71,1,0,1,0,0,1
335476,38.38,No,98.92,1,0,1,0,0,1
335478,84.69,Yes,98.92,0,1,0,1,0,1
335480,51.6,No,91.76,1,0,1,0,0,1
335481,68.89,Yes,93.85,0,1,0,1,0,1
335482,78.21,No,98.68,0,1,1,0,0,1
335483,73.1,No,71.82,0,1,1,0,1,0
335484,50.49,No,27.62,1,0,1,0,1,0
335485,71.57,Yes,95.98,0,1,0,1,0,1
335486,75.9,No,33.55,0,1,1,0,1,0
335487,5.26,No,95.3,1,0,1,0,0,1
335488,59.66,No,67.72,1,0,1,0,1,0
335489,48.28,No,97.98,1,0,1,0,0,1
335490,69.7,No,LNE,0,1,1,0,0,1
335491,49.1,No,39.77,1,0,1,0,1,0
335493,54.22,No,LNE,1,0,1,0,0,1
335494,69.57,No,100,0,1,1,0,0,1
335495,69.23,No,10.19,0,1,1,0,1,0
335497,76.47,No,96.88,0,1,1,0,0,1
335498,77.13,No,80.16,0,1,1,0,1,0
335500,69.31,No,98.11,0,1,1,0,0,1
335502,81.42,No,74.18,0,1,1,0,1,0
335503,67.33,No,32.62,0,1,1,0,1,0
335504,55.84,No,98.52,1,0,1,0,0,1
335505,54.28,No,20.91,1,0,1,0,1,0
335506,56.12,No,7.78,1,0,1,0,1,0
335507,63.04,No,95.38,1,0,1,0,0,1
335508,71.98,No,86.25,0,1,1,0,1,0
335510,41.41,No,96.09,1,0,1,0,0,1
335511,75.41,No,100,0,1,1,0,0,1
335513,51.93,No,64.81,1,0,1,0,1,0
335514,80.49,No,87.95,0,1,1,0,1,0
335515,88.24,No,42.04,0,1,1,0,1,0
335516,45,No,5.83,1,0,1,0,1,0
335517,79.31,No,61.82,0,1,1,0,1,0
335518,79.35,No,99.1,0,1,1,0,0,1
335520,62.69,No,92.37,1,0,1,0,0,1
335521,60.27,No,32.89,1,0,1,0,1,0
335522,73.54,No,LNE,0,1,1,0,0,1
335523,46.15,No,97.3,1,0,1,0,0,1
335524,60.55,No,61.29,1,0,1,0,1,0
335525,64.56,No,86.11,0,1,1,0,1,0
335526,60,No,67.12,1,0,1,0,1,0
335527,25,No,97.3,1,0,1,0,0,1
335528,80,Yes,93.94,0,1,0,1,0,1
335531,83.38,No,17.2,0,1,1,0,1,0
335532,61.11,No,96.58,1,0,1,0,0,1
335533,65.79,No,94.12,0,1,1,0,0,1
335534,82.86,No,88.64,0,1,1,0,0,1
335537,59.76,No,6.7,1,0,1,0,1,0
335538,63.48,No,LNE,1,0,1,0,0,1
335539,62.27,No,89.75,1,0,1,0,0,1
335540,56.2,No,84.91,1,0,1,0,1,0
335541,33.33,No,100,1,0,1,0,0,1
335543,48.31,No,91.82,1,0,1,0,0,1
335545,45.17,No,82.65,1,0,1,0,1,0
335546,55.67,No,100,1,0,1,0,0,1
335548,49.25,Yes,93.55,1,0,0,1,0,1
335549,53.85,No,100,1,0,1,0,0,1
335554,54.72,No,92.5,1,0,1,0,0,1
335555,61.92,No,61.69,1,0,1,0,1,0
335556,59,No,74.16,1,0,1,0,1,0
335557,64.42,No,8.76,0,1,1,0,1,0
335558,43.89,No,29.71,1,0,1,0,1,0
335559,60.25,No,91.36,1,0,1,0,0,1
335560,89.19,No,LNE,0,1,1,0,0,1
335561,78.75,No,57.2,0,1,1,0,1,0
335562,68.65,No,97.83,0,1,1,0,0,1
335563,69.33,No,98.61,0,1,1,0,0,1
335564,68.13,No,93.83,0,1,1,0,0,1
335565,66.06,No,91.85,0,1,1,0,0,1
335566,36.84,No,100,1,0,1,0,0,1
335568,75.32,No,58.82,0,1,1,0,1,0
335569,71.43,No,99.02,0,1,1,0,0,1
335570,60.35,No,49.59,1,0,1,0,1,0
335571,76.17,No,36.72,0,1,1,0,1,0
335572,27.78,No,97.22,1,0,1,0,0,1
335573,54.88,Yes,97.44,1,0,0,1,0,1
335574,50.49,No,93.02,1,0,1,0,0,1
335576,43.51,No,98.35,1,0,1,0,0,1
335577,52.22,Yes,98.82,1,0,0,1,0,1
335578,74.77,No,100,0,1,1,0,0,1
335579,68.24,Yes,98.78,0,1,0,1,0,1
335581,70.61,No,15.69,0,1,1,0,1,0
335582,76.41,No,31.18,0,1,1,0,1,0
335583,12.7,No,84.75,1,0,1,0,1,0
335585,67.06,No,100,0,1,1,0,0,1
335586,83.33,No,96.72,0,1,1,0,0,1
335587,72.73,No,100,0,1,1,0,0,1
335588,37.18,Yes,97.22,1,0,0,1,0,1
335589,77.12,No,89.13,0,1,1,0,0,1
335590,80.33,No,96.23,0,1,1,0,0,1
335592,60.42,No,98.58,1,0,1,0,0,1
335593,69.86,No,61.76,0,1,1,0,1,0
335595,50,No,82.14,1,0,1,0,1,0
335596,92.66,No,69.23,0,1,1,0,1,0
335598,86.49,No,98.65,0,1,1,0,0,1
335600,72.4,No,86.18,0,1,1,0,1,0
335601,74.24,No,100,0,1,1,0,0,1
335603,50.46,No,96.26,1,0,1,0,0,1
335604,78.07,No,13.89,0,1,1,0,1,0
335606,86.54,No,78.43,0,1,1,0,1,0
335607,68.42,No,97.06,0,1,1,0,0,1
335609,84.51,No,7.17,0,1,1,0,1,0
335610,42.42,No,97.06,1,0,1,0,0,1
335611,70.45,No,53.33,0,1,1,0,1,0
335612,73.06,No,93.51,0,1,1,0,0,1
335613,68.1,No,97.12,0,1,1,0,0,1
335614,46.43,No,88.89,1,0,1,0,0,1
335615,51.43,Yes,100,1,0,0,1,0,1
335617,71.05,No,100,0,1,1,0,0,1
335618,82.86,No,100,0,1,1,0,0,1
335619,85.53,No,94.67,0,1,1,0,0,1
335620,57.02,No,67.29,1,0,1,0,1,0
335621,69.18,No,77.01,0,1,1,0,1,0
335625,60.78,No,5.19,1,0,1,0,1,0
335626,61.42,No,48.88,1,0,1,0,1,0
335627,76.21,No,94.89,0,1,1,0,0,1
335628,80.6,No,71.09,0,1,1,0,1,0
335631,84.83,No,49.72,0,1,1,0,1,0
335632,69.9,Yes,97.25,0,1,0,1,0,1
335634,64.61,No,95.33,0,1,1,0,0,1
335635,52.27,No,98.4,1,0,1,0,0,1
335636,80.65,Yes,95.88,0,1,0,1,0,1
335637,71.43,No,15.38,0,1,1,0,1,0
335638,73.26,Yes,54.66,0,1,0,1,1,0
335639,10.17,No,87.27,1,0,1,0,1,0
335640,58.33,No,44.62,1,0,1,0,1,0
335641,87.21,Yes,96.2,0,1,0,1,0,1
335642,57.23,No,91.04,1,0,1,0,0,1
335644,43.85,No,19.03,1,0,1,0,1,0
335645,57.41,No,100,1,0,1,0,0,1
335647,3.98,No,80.47,1,0,1,0,1,0
335648,49.24,No,18.33,1,0,1,0,1,0
335649,70.11,No,98.25,0,1,1,0,0,1
335650,68.75,No,61.05,0,1,1,0,1,0
335652,54.7,No,98.06,1,0,1,0,0,1
335653,43.52,No,88.31,1,0,1,0,1,0
335655,57.4,No,79.02,1,0,1,0,1,0
335656,26.75,No,85.64,1,0,1,0,1,0
335657,17.17,No,76.6,1,0,1,0,1,0
335658,59.46,No,100,1,0,1,0,0,1
335659,70,No,19.05,0,1,1,0,1,0
335661,65.71,No,98.89,0,1,1,0,0,1
335662,43.11,No,98.99,1,0,1,0,0,1
335663,81.82,Yes,92.86,0,1,0,1,0,1
335665,88.45,No,23.53,0,1,1,0,1,0
335666,75.68,No,50.49,0,1,1,0,1,0
335667,98.15,No,74.42,0,1,1,0,1,0
335668,34.56,No,73.85,1,0,1,0,1,0
335669,62.03,Yes,98.55,1,0,0,1,0,1
335672,69.39,No,97.06,0,1,1,0,0,1
335673,48.63,No,13.92,1,0,1,0,1,0
335674,83.5,No,86.93,0,1,1,0,1,0
335675,53.57,Yes,100,1,0,0,1,0,1
335676,99.11,No,42.99,0,1,1,0,1,0
335677,59.68,No,85.06,1,0,1,0,1,0
335678,39.13,Yes,99.18,1,0,0,1,0,1
335679,59.7,No,98.59,1,0,1,0,0,1
335680,33.77,Yes,97.3,1,0,0,1,0,1
335681,57.63,No,82.73,1,0,1,0,1,0
335682,53.85,No,28,1,0,1,0,1,0
335683,75.49,Yes,96.97,0,1,0,1,0,1
335684,61.06,Yes,93.07,1,0,0,1,0,1
335685,35.71,No,100,1,0,1,0,0,1
335687,87.3,No,94.17,0,1,1,0,0,1
335688,23.53,No,94.44,1,0,1,0,0,1
335690,71.88,No,92.18,0,1,1,0,0,1
335691,69.7,Yes,71.95,0,1,0,1,1,0
335692,65.91,Yes,89.47,0,1,0,1,0,1
335693,52.7,No,85.94,1,0,1,0,1,0
335694,43.62,No,96.32,1,0,1,0,0,1
335695,81.22,No,33.85,0,1,1,0,1,0
335696,70.87,No,94.59,0,1,1,0,0,1
335697,45.79,Yes,97.79,1,0,0,1,0,1
335700,6.96,No,73.42,1,0,1,0,1,0
335701,80.37,No,59.6,0,1,1,0,1,0
335702,2.2,No,85.81,1,0,1,0,1,0
335703,83.94,Yes,12.63,0,1,0,1,1,0
335704,63.39,No,95.24,1,0,1,0,0,1
335705,2.5,No,97.37,1,0,1,0,0,1
335706,71.3,No,99.05,0,1,1,0,0,1
335710,71.51,No,73.26,0,1,1,0,1,0
335711,59.26,Yes,100,1,0,0,1,0,1
335713,35.04,No,99.05,1,0,1,0,0,1
335714,58.33,No,87.23,1,0,1,0,1,0
335716,28.33,No,84.4,1,0,1,0,1,0
335718,52.55,No,50.91,1,0,1,0,1,0
335719,68.37,Yes,82.11,0,1,0,1,1,0
335720,60.34,No,11.05,1,0,1,0,1,0
335721,62.81,Yes,96.77,1,0,0,1,0,1
335723,73.6,No,21.39,0,1,1,0,1,0
335724,29.57,No,29.92,1,0,1,0,1,0
335725,100,No,LNE,0,1,1,0,0,1
335726,62.16,No,57.84,1,0,1,0,1,0
335727,75.96,No,93.94,0,1,1,0,0,1
335730,45.07,No,98.59,1,0,1,0,0,1
335732,61.05,No,92.94,1,0,1,0,0,1
335734,53.14,No,34.64,1,0,1,0,1,0
335735,73.83,No,94.62,0,1,1,0,0,1
335737,59.5,No,44.21,1,0,1,0,1,0
335738,90.07,No,45.88,0,1,1,0,1,0
335739,58.4,No,93.55,1,0,1,0,0,1
335742,83.1,No,70.45,0,1,1,0,1,0
335744,68.25,No,14.36,0,1,1,0,1,0
335745,37.5,No,LNE,1,0,1,0,0,1
335746,41.18,No,99.38,1,0,1,0,0,1
335747,37.7,No,64.71,1,0,1,0,1,0
335748,76.56,No,77.47,0,1,1,0,1,0
335750,47.62,Yes,88.72,1,0,0,1,0,1
335751,64.2,No,LNE,1,0,1,0,0,1
335752,54.27,Yes,96.43,1,0,0,1,0,1
335753,67.37,No,5.58,0,1,1,0,1,0
335821,46.79,No,97.86,1,0,1,0,0,1
335755,63.79,No,88.73,1,0,1,0,0,1
335756,74.48,No,95.71,0,1,1,0,0,1
335757,57.84,No,98.06,1,0,1,0,0,1
335758,59.42,No,96.37,1,0,1,0,0,1
335759,63.75,No,41.18,1,0,1,0,1,0
335760,29.73,Yes,97.96,1,0,0,1,0,1
335761,51.27,No,84.46,1,0,1,0,1,0
335762,84.21,No,LNE,0,1,1,0,0,1
335763,72.41,Yes,LNE,0,1,0,1,0,1
335764,52.5,No,93.92,1,0,1,0,0,1
335765,9.02,No,97.08,1,0,1,0,0,1
335766,71.68,Yes,93.81,0,1,0,1,0,1
335767,28.38,No,89.68,1,0,1,0,0,1
335768,65.22,No,98.61,0,1,1,0,0,1
335769,43.36,Yes,99.08,1,0,0,1,0,1
335770,44.12,No,32.08,1,0,1,0,1,0
335771,51.23,No,66.49,1,0,1,0,1,0
335772,93.86,No,41.44,0,1,1,0,1,0
335774,35.9,No,99,1,0,1,0,0,1
335775,78.95,No,LNE,0,1,1,0,0,1
335777,51.32,Yes,99.25,1,0,0,1,0,1
335778,55.71,Yes,60,1,0,0,1,1,0
335847,68.84,No,29.46,0,1,1,0,1,0
335780,64.36,No,LNE,1,0,1,0,0,1
335782,59.88,No,94.19,1,0,1,0,0,1
335784,47.37,Yes,87.13,1,0,0,1,1,0
335785,50.68,No,98.55,1,0,1,0,0,1
335786,47.37,Yes,91.3,1,0,0,1,0,1
335787,60.53,No,36.76,1,0,1,0,1,0
335788,59.29,No,100,1,0,1,0,0,1
335789,71.24,Yes,90.51,0,1,0,1,0,1
335790,36.04,Yes,96.12,1,0,0,1,0,1
335791,23.92,No,51.36,1,0,1,0,1,0
335792,58.25,No,8.19,1,0,1,0,1,0
335793,6.38,No,97.67,1,0,1,0,0,1
335794,64.41,Yes,83.96,0,1,0,1,1,0
335795,85.41,No,66.47,0,1,1,0,1,0
335796,65.73,No,82.91,0,1,1,0,1,0
335797,0,No,98.51,1,0,1,0,0,1
335798,46.03,No,61.84,1,0,1,0,1,0
335799,89.06,No,LNE,0,1,1,0,0,1
335800,10.26,Yes,100,1,0,0,1,0,1
335801,44.79,No,92.98,1,0,1,0,0,1
335802,19.44,Yes,97.06,1,0,0,1,0,1
335803,52.83,Yes,88.89,1,0,0,1,0,1
335804,44.1,No,35.09,1,0,1,0,1,0
335805,75.08,Yes,LNE,0,1,0,1,0,1
335806,58.89,Yes,80.58,1,0,0,1,1,0
335809,35.57,No,76.55,1,0,1,0,1,0
335810,50,No,91.16,1,0,1,0,0,1
335811,59.12,No,5.36,1,0,1,0,1,0
335845,61.09,No,82.23,1,0,1,0,1,0
335814,72.57,No,48.67,0,1,1,0,1,0
335816,6.25,Yes,100,1,0,0,1,0,1
335818,43,No,92.13,1,0,1,0,0,1
335819,79.45,No,77.78,0,1,1,0,1,0
335820,78.07,No,60.25,0,1,1,0,1,0
335822,100,No,0,0,1,1,0,1,0
335823,4.55,No,LNE,1,0,1,0,0,1
335824,74.83,No,93.8,0,1,1,0,0,1
335825,44,No,88,1,0,1,0,1,0
335826,79.64,No,8.04,0,1,1,0,1,0
335827,79.22,No,65.96,0,1,1,0,1,0
335828,77.08,Yes,81.43,0,1,0,1,1,0
335829,64,No,72.45,1,0,1,0,1,0
335831,75.86,No,83.62,0,1,1,0,1,0
335832,44.87,No,90.78,1,0,1,0,0,1
335833,13.21,No,98.04,1,0,1,0,0,1
335834,83.76,No,37.36,0,1,1,0,1,0
335835,65.52,No,91.35,0,1,1,0,0,1
335837,88.89,No,95.21,0,1,1,0,0,1
335838,46.49,No,70.36,1,0,1,0,1,0
335839,60.94,No,90.76,1,0,1,0,0,1
335840,68.24,No,83.03,0,1,1,0,1,0
335842,8,No,100,1,0,1,0,0,1
335843,68.83,Yes,97.29,0,1,0,1,0,1
335844,0,Yes,LNE,1,0,0,1,0,1
335848,4.76,No,100,1,0,1,0,0,1
335849,86.67,No,100,0,1,1,0,0,1
335850,75.09,No,85.23,0,1,1,0,1,0
335851,0,Yes,LNE,1,0,0,1,0,1
335853,0,No,LNE,1,0,1,0,0,1
335854,9.52,No,100,1,0,1,0,0,1
335856,0,No,LNE,1,0,1,0,0,1
335858,10.81,No,100,1,0,1,0,0,1
335859,18.75,No,100,1,0,1,0,0,1
335860,8.7,Yes,100,1,0,0,1,0,1
335861,15.69,No,95.24,1,0,1,0,0,1
335862,0,No,LNE,1,0,1,0,0,1
335863,26.32,No,100,1,0,1,0,0,1
33A081,96.08,No,25,0,1,1,0,1,0
335830,92.22,No,42.86,0,1,1,0,1,0
33A246,97.53,No,9.48,0,1,1,0,1,0
345000,66.67,Yes,76.54,0,1,0,1,1,0
345001,19.4,No,82.22,1,0,1,0,1,0
345002,64.2,Yes,68.12,1,0,0,1,1,0
345003,64,Yes,45.45,1,0,0,1,1,0
345004,58.18,No,58.14,1,0,1,0,1,0
345006,54.46,No,75.93,1,0,1,0,1,0
345008,88.16,Yes,30.88,0,1,0,1,1,0
345009,26.87,Yes,91.38,1,0,0,1,0,1
345010,75.81,Yes,70.18,0,1,0,1,1,0
345011,77.55,Yes,75.64,0,1,0,1,1,0
345013,65.65,Yes,22.61,0,1,0,1,1,0
345014,77.27,Yes,49.32,0,1,0,1,1,0
345015,45.98,No,96.92,1,0,1,0,0,1
345024,70,No,90.65,0,1,1,0,0,1
345026,73.94,Yes,65.65,0,1,0,1,1,0
345036,72.22,Yes,60.83,0,1,0,1,1,0
345039,65.52,Yes,46.81,0,1,0,1,1,0
345044,27.33,Yes,86.03,1,0,0,1,1,0
345045,47.95,Yes,98.39,1,0,0,1,0,1
345048,72.73,Yes,93.83,0,1,0,1,0,1
345049,74.8,Yes,50,0,1,0,1,1,0
345050,83.7,Yes,82.91,0,1,0,1,1,0
345051,76.14,Yes,64.77,0,1,0,1,1,0
345053,63.64,Yes,21.62,1,0,0,1,1,0
345054,79.63,No,42.39,0,1,1,0,1,0
345061,69.57,Yes,36.89,0,1,0,1,1,0
345063,76.04,Yes,55.95,0,1,0,1,1,0
345066,72.73,No,90.22,0,1,1,0,0,1
345070,78.65,Yes,38.55,0,1,0,1,1,0
345072,84.51,Yes,63.89,0,1,0,1,1,0
345077,57.45,Yes,39.71,1,0,0,1,1,0
345078,27.91,Yes,97.56,1,0,0,1,0,1
345080,83.75,Yes,82.72,0,1,0,1,1,0
345081,56.44,Yes,37.93,1,0,0,1,1,0
345083,73.13,Yes,89.06,0,1,0,1,0,1
345088,62.86,Yes,45.92,1,0,0,1,1,0
345089,63.51,Yes,86.96,1,0,0,1,1,0
345090,62.39,No,84.11,1,0,1,0,1,0
345091,29.41,No,89.39,1,0,1,0,0,1
345092,69.35,Yes,52.69,0,1,0,1,1,0
345093,51.43,No,89.69,1,0,1,0,0,1
345095,70.11,Yes,88.61,0,1,0,1,0,1
345096,76.86,Yes,58.74,0,1,0,1,1,0
345097,33.33,Yes,92,1,0,0,1,0,1
345101,92.68,Yes,LNE,0,1,0,1,0,1
345102,59.22,Yes,96.55,1,0,0,1,0,1
345103,64.43,No,79.7,0,1,1,0,1,0
345104,55.36,Yes,57.69,1,0,0,1,1,0
