countyFIPS,7/19/20,7/19/20,population,County Infections per 100K,County Deaths per 100K,County Infections per 100K below Median,County Infections per 100K Median or higher,County Deaths per 100K below Median,County Deaths per 100K Median or higher
46119,1,0,1391,72,0,1,0,1,0
46121,65,3,10177,639,29,0,1,0,1
46123,19,0,5441,349,0,1,0,1,0
46125,33,0,8384,394,0,1,0,1,0
46127,161,2,15932,1011,13,0,1,0,1
46129,18,0,5435,331,0,1,0,1,0
46135,90,2,22814,394,9,1,0,0,1
46137,3,0,2756,109,0,1,0,1,0
0,3521,1,0,,,0,1,0,1
47001,289,2,76978,375,3,1,0,1,0
47003,679,10,49713,1366,20,0,1,0,1
47005,28,1,16160,173,6,1,0,1,0
47007,641,1,15064,4255,7,0,1,1,0
47009,518,6,133088,389,5,1,0,1,0
47011,1205,7,108110,1115,6,0,1,1,0
47013,96,1,39842,241,3,1,0,1,0
47015,70,0,14678,477,0,0,1,1,0
47017,77,2,27767,277,7,1,0,0,1
47019,179,2,56391,317,4,1,0,1,0
47021,364,4,40667,895,10,0,1,0,1
47023,115,0,17297,665,0,0,1,1,0
47025,113,0,31959,354,0,1,0,1,0
47027,33,0,7615,433,0,1,0,1,0
47029,210,1,36004,583,3,0,1,1,0
47031,190,0,56520,336,0,1,0,1,0
47033,98,3,14230,689,21,0,1,0,1
47035,253,6,60520,418,10,1,0,0,1
47037,16044,166,694144,2311,24,0,1,0,1
47039,57,0,11663,489,0,0,1,1,0
47041,138,1,20490,673,5,0,1,1,0
47043,376,0,53948,697,0,0,1,1,0
47045,365,3,37159,982,8,0,1,0,1
47047,465,7,41133,1130,17,0,1,0,1
47049,40,0,18523,216,0,1,0,1,0
47051,158,3,42208,374,7,1,0,0,1
47053,306,1,49133,623,2,0,1,1,0
47055,197,2,29464,669,7,0,1,0,1
47057,73,0,23320,313,0,1,0,1,0
47059,209,3,69069,303,4,1,0,1,0
47061,72,2,13427,536,15,0,1,0,1
47063,648,6,64934,998,9,0,1,0,1
47065,4233,40,367804,1151,11,0,1,0,1
47067,28,0,6620,423,0,1,0,1,0
47069,547,7,25050,2184,28,0,1,0,1
47071,194,7,25652,756,27,0,1,0,1
47073,139,2,56786,245,4,1,0,1,0
47075,181,4,17304,1046,23,0,1,0,1
47077,161,0,28117,573,0,0,1,1,0
47079,62,0,32345,192,0,1,0,1,0
47081,142,0,25178,564,0,0,1,1,0
47083,29,0,8201,354,0,1,0,1,0
47085,62,2,18582,334,11,1,0,0,1
47087,72,0,11786,611,0,0,1,1,0
47089,261,1,54495,479,2,0,1,1,0
47091,52,0,17788,292,0,1,0,1,0
47093,2322,18,470313,494,4,0,1,1,0
47095,700,0,7016,9977,0,0,1,1,0
47097,247,5,25633,964,20,0,1,0,1
47099,296,6,44142,671,14,0,1,0,1
47101,15,0,12268,122,0,1,0,1,0
47103,138,0,34366,402,0,1,0,1,0
47105,398,3,54068,736,6,0,1,1,0
47107,363,19,53794,675,35,0,1,0,1
47109,160,1,25694,623,4,0,1,1,0
47111,701,8,24602,2849,33,0,1,0,1
47113,486,2,97984,496,2,0,1,1,0
47115,126,4,28907,436,14,1,0,0,1
47117,161,2,34375,468,6,1,0,1,0
47119,629,4,96387,653,4,0,1,1,0
47121,51,0,12422,411,0,1,0,1,0
47123,182,7,46545,391,15,1,0,0,1
47125,1157,8,208993,554,4,0,1,1,0
47127,28,0,6488,432,0,1,0,1,0
47129,41,1,21403,192,5,1,0,1,0
47131,168,3,30069,559,10,0,1,0,1
47133,91,1,22241,409,4,1,0,1,0
47135,49,0,8076,607,0,0,1,1,0
47137,10,1,5048,198,20,1,0,0,1
47139,67,0,16832,398,0,1,0,1,0
47141,1212,7,80245,1510,9,0,1,0,1
47143,394,0,33167,1188,0,0,1,1,0
47145,122,0,53382,229,0,1,0,1,0
47147,1130,14,71813,1574,19,0,1,0,1
47149,4503,41,332285,1355,12,0,1,0,1
47151,35,0,22068,159,0,1,0,1,0
47153,61,0,15026,406,0,1,0,1,0
47155,1087,4,98250,1106,4,0,1,1,0
47157,16468,245,937166,1757,26,0,1,0,1
47159,214,2,20157,1062,10,0,1,0,1
47161,44,0,13715,321,0,1,0,1,0
47163,387,6,158348,244,4,1,0,1,0
47165,2458,60,191283,1285,31,0,1,0,1
47167,798,8,61599,1295,13,0,1,0,1
47169,1543,6,11284,13674,53,0,1,0,1
47171,66,0,17883,369,0,1,0,1,0
47173,46,0,19972,230,0,1,0,1,0
47175,14,0,5872,238,0,1,0,1,0
47177,215,3,41277,521,7,0,1,0,1
47179,430,0,129375,332,0,1,0,1,0
47181,147,0,16673,882,0,0,1,1,0
47183,101,1,33328,303,3,1,0,1,0
47185,123,3,27345,450,11,1,0,0,1
47187,2517,18,238412,1056,8,0,1,0,1
47189,1601,19,144657,1107,13,0,1,0,1
0,0,0,0,,,0,1,0,1
48001,2015,4,57735,3490,7,0,1,0,1
48003,189,2,18705,1010,11,0,1,0,1
48005,1000,12,86715,1153,14,0,1,0,1
48007,91,0,23510,387,0,1,0,1,0
48009,12,0,8553,140,0,1,0,1,0
48011,3,0,1887,159,0,1,0,1,0
48013,355,2,51153,694,4,0,1,1,0
48015,157,0,30032,523,0,0,1,1,0
48017,120,1,7000,1714,14,0,1,0,1
48019,48,0,23112,208,0,1,0,1,0
48021,1001,12,88723,1128,14,0,1,0,1
48023,1,0,3509,28,0,1,0,1,0
48025,220,1,32565,676,3,0,1,1,0
48027,2640,17,362924,727,5,0,1,1,0
48029,30835,240,2003554,1539,12,0,1,0,1
48031,73,1,11931,612,8,0,1,0,1
48033,0,0,654,0,0,1,0,1,0
48035,64,0,18685,343,0,1,0,1,0
48037,610,17,93245,654,18,0,1,0,1
48039,4675,32,374264,1249,9,0,1,0,1
48041,3373,39,229211,1472,17,0,1,0,1
48043,161,1,9203,1749,11,0,1,0,1
48045,9,1,1546,582,65,0,1,0,1
48047,56,0,7093,790,0,0,1,1,0
48049,273,13,37864,721,34,0,1,0,1
48051,184,0,18443,998,0,0,1,1,0
48053,328,6,48155,681,12,0,1,0,1
48055,835,7,43664,1912,16,0,1,0,1
48057,217,2,21290,1019,9,0,1,0,1
48059,32,2,13943,230,14,1,0,0,1
48061,5891,96,423163,1392,23,0,1,0,1
48063,164,2,13094,1252,15,0,1,0,1
48065,10,0,5926,169,0,1,0,1,0
48067,88,3,30026,293,10,1,0,0,1
48069,142,1,7530,1886,13,0,1,0,1
48071,698,2,43837,1592,5,0,1,1,0
48073,489,2,52646,929,4,0,1,1,0
48075,9,0,7306,123,0,1,0,1,0
48077,19,0,10471,181,0,1,0,1,0
48079,9,0,2853,315,0,1,0,1,0
48081,9,1,3387,266,30,1,0,0,1
48083,7,0,8175,86,0,1,0,1,0
48085,5291,64,1034730,511,6,0,1,1,0
48087,6,0,2920,205,0,1,0,1,0
48089,193,0,21493,898,0,0,1,1,0
48091,1300,37,156209,832,24,0,1,0,1
48093,44,1,13635,323,7,1,0,0,1
48095,17,0,2726,624,0,0,1,1,0
48097,120,0,41257,291,0,1,0,1,0
48099,436,3,75951,574,4,0,1,1,0
48101,6,1,1398,429,72,1,0,0,1
48103,65,2,4797,1355,42,0,1,0,1
48105,96,1,3464,2771,29,0,1,0,1
48107,36,1,5737,628,17,0,1,0,1
48109,13,1,2171,599,46,0,1,0,1
48111,146,1,7287,2004,14,0,1,0,1
48113,40222,523,2635516,1526,20,0,1,0,1
48115,106,1,12728,833,8,0,1,0,1
48117,439,15,18546,2367,81,0,1,0,1
48119,10,0,5331,188,0,1,0,1,0
48121,4887,42,887207,551,5,0,1,1,0
48123,306,7,20160,1518,35,0,1,0,1
48125,4,0,2211,181,0,1,0,1,0
48127,56,0,10124,553,0,0,1,1,0
48129,35,0,3278,1068,0,0,1,1,0
48131,105,0,11157,941,0,0,1,1,0
48133,29,0,18360,158,0,1,0,1,0
48135,1575,27,166223,948,16,0,1,0,1
48137,14,0,1932,725,0,0,1,1,0
48139,1972,21,184826,1067,11,0,1,0,1
48141,11573,179,839238,1379,21,0,1,0,1
48143,286,1,42698,670,2,0,1,1,0
48145,68,0,17297,393,0,1,0,1,0
48147,165,7,35514,465,20,1,0,0,1
48149,216,4,25346,852,16,0,1,0,1
48151,22,1,3830,574,26,0,1,0,1
48153,61,3,5712,1068,53,0,1,0,1
48155,1,0,1155,87,0,1,0,1,0
48157,5979,71,811688,737,9,0,1,0,1
48159,67,1,10725,625,9,0,1,0,1
48161,95,0,19717,482,0,0,1,1,0
48163,376,1,20306,1852,5,0,1,1,0
48165,57,0,21492,265,0,1,0,1,0
48167,7125,65,342139,2082,19,0,1,0,1
48169,60,1,6229,963,16,0,1,0,1
48171,123,0,26988,456,0,1,0,1,0
48173,6,0,1409,426,0,1,0,1,0
48175,31,0,7658,405,0,1,0,1,0
48177,433,4,20837,2078,19,0,1,0,1
48179,139,2,21886,635,9,0,1,0,1
48181,848,8,136212,623,6,0,1,1,0
48183,1008,15,123945,813,12,0,1,0,1
48185,722,2,28880,2500,7,0,1,0,1
48187,1296,4,166847,777,2,0,1,1,0
48189,934,19,33406,2796,57,0,1,0,1
48191,2,1,2964,67,34,1,0,0,1
48193,45,1,8461,532,12,0,1,0,1
48195,43,2,5399,796,37,0,1,0,1
48197,6,0,3933,153,0,1,0,1,0
48199,524,5,57602,910,9,0,1,0,1
48201,54806,532,4713325,1163,11,0,1,0,1
48203,505,22,66553,759,33,0,1,0,1
48205,67,0,5576,1202,0,0,1,1,0
48207,24,0,5658,424,0,1,0,1,0
48209,3865,17,230191,1679,7,0,1,0,1
48211,23,0,3819,602,0,0,1,1,0
48213,380,5,82737,459,6,1,0,1,0
48215,10943,244,868707,1260,28,0,1,0,1
48217,202,1,36649,551,3,0,1,1,0
48219,128,3,23021,556,13,0,1,0,1
48221,246,5,61643,399,8,1,0,0,1
48223,124,0,37084,334,0,1,0,1,0
48225,209,0,22968,910,0,0,1,1,0
48227,90,2,36664,245,5,1,0,1,0
48229,18,0,4886,368,0,1,0,1,0
48231,850,8,98594,862,8,0,1,0,1
48233,91,1,20938,435,5,1,0,1,0
48235,4,0,1536,260,0,1,0,1,0
48237,14,0,8935,157,0,1,0,1,0
48239,147,1,14760,996,7,0,1,0,1
48241,92,1,35529,259,3,1,0,1,0
48243,6,0,2274,264,0,1,0,1,0
48245,4260,47,251565,1693,19,0,1,0,1
48247,42,0,5200,808,0,0,1,1,0
48249,400,0,40482,988,0,0,1,1,0
48251,973,7,175817,553,4,0,1,1,0
48253,621,0,20083,3092,0,0,1,1,0
48255,153,0,15601,981,0,0,1,1,0
48257,1222,5,136154,898,4,0,1,1,0
48259,117,0,47431,247,0,1,0,1,0
48261,3,0,404,743,0,0,1,1,0
48263,2,0,762,262,0,1,0,1,0
48265,255,1,52600,485,2,0,1,1,0
48267,11,0,4337,254,0,1,0,1,0
48269,0,0,272,0,0,1,0,1,0
48271,4,0,3667,109,0,1,0,1,0
48273,265,2,30680,864,7,0,1,1,0
48275,17,0,3664,464,0,1,0,1,0
48277,465,15,49859,933,30,0,1,0,1
48279,118,1,12893,915,8,0,1,0,1
48281,47,0,21428,219,0,1,0,1,0
48283,311,0,7520,4136,0,0,1,1,0
48285,464,1,20154,2302,5,0,1,1,0
48287,118,3,17239,684,17,0,1,0,1
48289,118,0,17404,678,0,0,1,1,0
48291,639,3,88219,724,3,0,1,1,0
48293,118,1,23437,503,4,0,1,1,0
48295,12,0,3233,371,0,1,0,1,0
48297,101,1,12207,827,8,0,1,0,1
48299,60,0,21795,275,0,1,0,1,0
48301,0,0,169,0,0,1,0,1,0
48303,4445,63,310569,1431,20,0,1,0,1
48305,55,3,5951,924,50,0,1,0,1
48307,30,0,7984,376,0,1,0,1,0
48309,3291,24,256623,1282,9,0,1,0,1
48311,4,0,743,538,0,0,1,1,0
48313,183,0,14284,1281,0,0,1,1,0
48315,71,2,9854,721,20,0,1,0,1
48317,32,1,5771,554,17,0,1,0,1
48319,38,0,4274,889,0,0,1,1,0
48321,461,5,36643,1258,14,0,1,0,1
48323,1169,16,58722,1991,27,0,1,0,1
48325,492,4,51584,954,8,0,1,0,1
48327,15,0,2138,702,0,0,1,1,0
48329,1387,23,176832,784,13,0,1,0,1
48331,217,2,24823,874,8,0,1,0,1
48333,7,0,4873,144,0,1,0,1,0
48335,31,0,8545,363,0,1,0,1,0
48337,35,1,19818,177,5,1,0,1,0
48339,4721,46,607391,777,8,0,1,0,1
48341,940,12,20940,4489,57,0,1,0,1
48343,63,0,12388,509,0,0,1,1,0
48345,2,0,1200,167,0,1,0,1,0
48347,665,33,65204,1020,51,0,1,0,1
48349,562,8,50113,1121,16,0,1,0,1
48351,29,0,13595,213,0,1,0,1,0
48353,90,1,14714,612,7,0,1,0,1
48355,8407,66,362294,2320,18,0,1,0,1
48357,62,2,9836,630,20,0,1,0,1
48359,7,1,2112,331,47,1,0,0,1
48361,720,7,83396,863,8,0,1,0,1
48363,84,2,29189,288,7,1,0,0,1
48365,241,17,23194,1039,73,0,1,0,1
48367,697,1,142878,488,1,0,1,1,0
48369,257,7,9605,2676,73,0,1,0,1
48371,166,1,15823,1049,6,0,1,1,0
48373,414,1,51353,806,2,0,1,1,0
48375,3159,37,117415,2690,32,0,1,0,1
48377,28,0,6704,418,0,1,0,1,0
48379,25,1,12514,200,8,1,0,0,1
48381,1260,7,137713,915,5,0,1,1,0
48383,47,1,3849,1221,26,0,1,0,1
48385,8,0,3452,232,0,1,0,1,0
48387,129,11,12023,1073,91,0,1,0,1
48389,89,1,15976,557,6,0,1,1,0
48391,79,0,6948,1137,0,0,1,1,0
48393,6,0,854,703,0,0,1,1,0
48395,155,0,17074,908,0,0,1,1,0
48397,537,11,104915,512,10,0,1,0,1
48399,35,0,10264,341,0,1,0,1,0
48401,260,2,54406,478,4,0,1,1,0
48403,35,1,10542,332,9,1,0,0,1
48405,139,9,8237,1688,109,0,1,0,1
48407,125,2,28859,433,7,1,0,0,1
48409,402,0,66730,602,0,0,1,1,0
48411,11,0,6055,182,0,1,0,1,0
48413,30,1,2793,1074,36,0,1,0,1
48415,367,1,16703,2197,6,0,1,1,0
48417,13,0,3265,398,0,1,0,1,0
48419,321,14,25274,1270,55,0,1,0,1
48421,34,0,3022,1125,0,0,1,1,0
48423,1762,10,232751,757,4,0,1,1,0
48425,35,0,9128,383,0,1,0,1,0
48427,1266,15,64633,1959,23,0,1,0,1
48429,16,0,9366,171,0,1,0,1,0
48431,0,0,1291,0,0,1,0,1,0
48433,4,0,1350,296,0,1,0,1,0
48435,39,0,3776,1033,0,0,1,1,0
48437,64,1,7397,865,14,0,1,0,1
48439,21195,293,2102515,1008,14,0,1,0,1
48441,891,11,138034,645,8,0,1,0,1
48443,2,0,776,258,0,1,0,1,0
48445,64,0,12337,519,0,0,1,1,0
48447,2,0,1501,133,0,1,0,1,0
48449,977,6,32750,2983,18,0,1,0,1
48451,1165,10,119200,977,8,0,1,0,1
48453,17454,203,1273954,1370,16,0,1,0,1
48455,97,0,14651,662,0,0,1,1,0
48457,49,0,21672,226,0,1,0,1,0
48459,123,0,41753,295,0,1,0,1,0
48461,11,0,3657,301,0,1,0,1,0
48463,315,3,26741,1178,11,0,1,0,1
48465,657,8,49025,1340,16,0,1,0,1
48467,244,1,56590,431,2,1,0,1,0
48469,2188,18,92084,2376,20,0,1,0,1
48471,2586,28,72971,3544,38,0,1,0,1
48473,288,0,55246,521,0,0,1,1,0
48475,67,1,11998,558,8,0,1,0,1
48477,387,34,35882,1079,95,0,1,0,1
48479,3829,62,276652,1384,22,0,1,0,1
48481,403,1,41556,970,2,0,1,1,0
48483,26,0,5056,514,0,0,1,1,0
48485,709,8,132230,536,6,0,1,1,0
48487,23,0,12769,180,0,1,0,1,0
48489,473,3,21358,2215,14,0,1,0,1
48491,4686,70,590551,793,12,0,1,0,1
48493,352,5,51070,689,10,0,1,0,1
48495,55,0,8010,687,0,0,1,1,0
48497,219,4,69984,313,6,1,0,1,0
48499,174,5,45539,382,11,1,0,0,1
48501,56,0,8713,643,0,0,1,1,0
48503,71,1,18010,394,6,1,0,1,0
48505,113,1,14179,797,7,0,1,0,1
48507,95,0,11840,802,0,0,1,1,0
0,104,11,0,,,0,1,0,1
49001,13,0,6710,194,0,1,0,1,0
49003,259,1,56046,462,2,1,0,1,0
49005,1654,3,128289,1289,2,0,1,1,0
49007,22,0,20463,108,0,1,0,1,0
49009,0,0,950,0,0,1,0,1,0
49011,2325,7,355481,654,2,0,1,1,0
49013,31,0,19938,155,0,1,0,1,0
49015,11,0,10012,110,0,1,0,1,0
49017,20,1,5051,396,20,1,0,0,1
49019,30,0,9754,308,0,1,0,1,0
49021,415,2,54839,757,4,0,1,1,0
49023,43,0,12017,358,0,1,0,1,0
49025,29,0,7886,368,0,1,0,1,0
49027,92,0,13188,698,0,0,1,1,0
49029,39,0,12124,322,0,1,0,1,0
49031,4,0,1479,270,0,1,0,1,0
49033,5,0,2483,201,0,1,0,1,0
49035,16523,136,1160437,1424,12,0,1,0,1
49037,536,19,15308,3501,124,0,1,0,1
49039,76,0,30939,246,0,1,0,1,0
49041,64,0,21620,296,0,1,0,1,0
49043,635,1,42145,1507,2,0,1,1,0
49045,434,0,72259,601,0,0,1,1,0
49047,58,0,35734,162,0,1,0,1,0
49049,6287,30,636235,988,5,0,1,1,0
49051,489,4,34091,1434,12,0,1,0,1
49053,1842,9,177556,1037,5,0,1,1,0
49055,0,0,2711,0,0,1,0,1,0
49057,2025,19,260213,778,7,0,1,0,1
0,9,0,0,,,0,1,0,1
50001,70,2,36777,190,5,1,0,1,0
50003,79,1,35470,223,3,1,0,1,0
50005,24,0,29993,80,0,1,0,1,0
50007,683,39,163774,417,24,1,0,0,1
50009,5,0,6163,81,0,1,0,1,0
50011,110,6,49402,223,12,1,0,0,1
50013,13,0,7235,180,0,1,0,1,0
50015,42,1,25362,166,4,1,0,1,0
50017,11,0,28892,38,0,1,0,1,0
50019,14,0,27037,52,0,1,0,1,0
50021,80,1,58191,137,2,1,0,1,0
50023,45,1,58409,77,2,1,0,1,0
50025,100,3,42222,237,7,1,0,0,1
50027,65,2,55062,118,4,1,0,1,0
0,0,0,0,,,0,1,0,1
51001,1052,15,32316,3255,46,0,1,0,1
51003,616,10,109330,563,9,0,1,0,1
51005,55,2,14860,370,13,1,0,0,1
51007,60,1,13145,456,8,1,0,0,1
51009,52,0,31605,165,0,1,0,1,0
51011,49,0,15911,308,0,1,0,1,0
51013,2733,135,236842,1154,57,0,1,0,1
51015,226,2,75558,299,3,1,0,1,0
51017,2,0,4147,48,0,1,0,1,0
51019,181,4,78997,229,5,1,0,1,0
51021,5,0,6280,80,0,1,0,1,0
51023,165,4,33419,494,12,0,1,0,1
51025,154,1,16231,949,6,0,1,1,0
51027,53,0,21004,252,0,1,0,1,0
51029,582,6,17148,3394,35,0,1,0,1
51031,77,1,54885,140,2,1,0,1,0
51033,157,4,30725,511,13,0,1,0,1
51035,279,10,29791,937,34,0,1,0,1
51036,43,3,6963,618,43,0,1,0,1
51037,39,0,11880,328,0,1,0,1,0
51041,3447,65,352802,977,18,0,1,0,1
51043,61,0,14619,417,0,1,0,1,0
51045,11,0,5131,214,0,1,0,1,0
51047,895,12,52605,1701,23,0,1,0,1
51049,60,0,9932,604,0,0,1,1,0
51051,10,0,14318,70,0,1,0,1,0
51053,167,2,28544,585,7,0,1,0,1
51057,69,0,10953,630,0,0,1,1,0
51059,14878,508,1147532,1297,44,0,1,0,1
51061,528,8,71222,741,11,0,1,0,1
51063,26,1,15749,165,6,1,0,1,0
51065,145,8,27270,532,29,0,1,0,1
51067,117,1,56042,209,2,1,0,1,0
51069,588,7,89313,658,8,0,1,0,1
51071,18,0,16720,108,0,1,0,1,0
51073,93,1,37348,249,3,1,0,1,0
51075,139,6,23753,585,25,0,1,0,1
51077,103,4,15550,662,26,0,1,0,1
51079,93,2,19819,469,10,1,0,0,1
51081,387,9,11336,3414,79,0,1,0,1
51083,102,1,33911,301,3,1,0,1,0
51085,514,30,107766,477,28,0,1,0,1
51087,3037,175,330818,918,53,0,1,0,1
51089,393,5,50557,777,10,0,1,0,1
51091,3,0,2190,137,0,1,0,1,0
51093,265,9,37109,714,24,0,1,0,1
51095,437,16,76523,571,21,0,1,0,1
51097,32,1,7025,456,14,1,0,0,1
51099,108,4,26836,402,15,1,0,0,1
51101,62,2,17148,362,12,1,0,0,1
51103,23,0,10603,217,0,1,0,1,0
51105,32,0,23423,137,0,1,0,1,0
51107,4647,103,413538,1124,25,0,1,0,1
51109,151,2,37591,402,5,1,0,1,0
51111,42,0,12196,344,0,1,0,1,0
51113,51,1,13261,385,8,1,0,0,1
51115,8,0,8834,91,0,1,0,1,0
51117,277,30,30587,906,98,0,1,0,1
51119,18,0,10582,170,0,1,0,1,0
51121,216,3,98535,219,3,1,0,1,0
51125,28,0,14930,188,0,1,0,1,0
51127,88,1,23091,381,4,1,0,1,0
51131,278,28,11710,2374,239,0,1,0,1
51133,52,1,12095,430,8,1,0,0,1
51135,142,6,15232,932,39,0,1,0,1
51137,176,3,37051,475,8,1,0,0,1
51139,316,23,23902,1322,96,0,1,0,1
51141,57,1,17608,324,6,1,0,1,0
51143,217,2,60354,360,3,1,0,1,0
51145,103,3,29652,347,10,1,0,0,1
51147,239,6,22802,1048,26,0,1,0,1
51149,288,2,38353,751,5,0,1,1,0
51153,8152,162,470335,1733,34,0,1,0,1
51155,60,2,34027,176,6,1,0,1,0
51157,34,1,7370,461,14,1,0,0,1
51159,311,4,9023,3447,44,0,1,0,1
51161,355,4,94186,377,4,1,0,1,0
51163,46,0,22573,204,0,1,0,1,0
51165,817,16,81948,997,20,0,1,0,1
51167,29,0,26586,109,0,1,0,1,0
51169,25,2,21566,116,9,1,0,0,1
51171,645,38,43616,1479,87,0,1,0,1
51173,69,1,30104,229,3,1,0,1,0
51175,201,11,17631,1140,62,0,1,0,1
51177,1148,32,136215,843,23,0,1,0,1
51179,1119,6,152882,732,4,0,1,1,0
51181,25,1,6422,389,16,1,0,0,1
51183,234,7,11159,2097,63,0,1,0,1
51185,43,0,40595,106,0,1,0,1,0
51187,326,6,40164,812,15,0,1,0,1
51191,111,4,53740,207,7,1,0,0,1
51193,187,2,18015,1038,11,0,1,0,1
51195,52,3,37383,139,8,1,0,0,1
51197,69,1,28684,241,3,1,0,1,0
51199,216,3,68280,316,4,1,0,1,0
51510,2547,56,159428,1598,35,0,1,0,1
51520,21,0,16762,125,0,1,0,1,0
51530,29,0,6478,448,0,1,0,1,0
51540,343,7,47266,726,15,0,1,0,1
51550,1685,24,244835,688,10,0,1,0,1
51570,163,20,17370,938,115,0,1,0,1
51580,7,0,5538,126,0,1,0,1,0
51590,188,2,40044,469,5,1,0,1,0
51595,151,15,5346,2825,281,0,1,0,1
51600,73,7,24019,304,29,1,0,0,1
51610,53,5,14617,363,34,1,0,0,1
51620,89,4,7967,1117,50,0,1,0,1
51630,296,0,29036,1019,0,0,1,1,0
51640,300,16,6347,4727,252,0,1,0,1
51650,701,4,134510,521,3,0,1,1,0
51660,1006,29,53016,1898,55,0,1,0,1
51670,228,5,22529,1012,22,0,1,0,1
51678,23,0,7446,309,0,1,0,1,0
51680,236,1,82168,287,1,1,0,1,0
51683,1527,20,41085,3717,49,0,1,0,1
51685,472,7,17478,2701,40,0,1,0,1
51690,132,1,12554,1051,8,0,1,0,1
51700,1151,13,179225,642,7,0,1,0,1
51710,2155,19,242742,888,8,0,1,0,1
51720,4,0,3981,100,0,1,0,1,0
51730,369,9,31346,1177,29,0,1,0,1
51735,26,0,12271,212,0,1,0,1,0
51740,966,20,94398,1023,21,0,1,0,1
51750,21,0,18249,115,0,1,0,1,0
51760,2563,36,230436,1112,16,0,1,0,1
51770,637,10,99143,643,10,0,1,0,1
51775,111,3,25301,439,12,1,0,0,1
51790,116,0,24932,465,0,1,0,1,0
51800,725,44,92108,787,48,0,1,0,1
51810,2610,37,449974,580,8,0,1,0,1
51820,142,1,22630,627,4,0,1,1,0
51830,94,6,14954,629,40,0,1,0,1
51840,374,4,28078,1332,14,0,1,0,1
0,115,0,0,,,0,1,0,1
53001,296,0,19983,1481,0,0,1,1,0
53003,21,2,22582,93,9,1,0,0,1
53005,2840,99,204390,1390,48,0,1,0,1
53007,731,6,77200,947,8,0,1,0,1
53009,68,0,77331,88,0,1,0,1,0
53011,1193,30,488241,244,6,1,0,1,0
53013,9,0,3985,226,0,1,0,1,0
53015,344,2,110593,311,2,1,0,1,0
53017,491,4,43429,1131,9,0,1,0,1
53019,6,0,7627,79,0,1,0,1,0
53021,2753,42,95222,2891,44,0,1,0,1
53023,2,0,2225,90,0,1,0,1,0
53025,950,8,97733,972,8,0,1,0,1
53027,65,1,75061,87,1,1,0,1,0
53029,215,11,85141,253,13,1,0,0,1
53031,50,0,32221,155,0,1,0,1,0
53033,13153,635,2252782,584,28,0,1,0,1
53035,389,2,271473,143,1,1,0,1,0
53037,280,0,47935,584,0,0,1,1,0
53039,82,3,22425,366,13,1,0,0,1
53041,127,3,80707,157,4,1,0,1,0
53043,5,0,10939,46,0,1,0,1,0
53045,77,1,66768,115,1,1,0,1,0
53047,383,2,42243,907,5,0,1,1,0
53049,19,1,22471,85,4,1,0,1,0
53051,23,0,13724,168,0,1,0,1,0
53053,3749,113,904980,414,12,1,0,0,1
53055,24,0,17582,137,0,1,0,1,0
53057,686,16,129205,531,12,0,1,0,1
53059,40,0,12083,331,0,1,0,1,0
53061,4349,181,822083,529,22,0,1,0,1
53063,2663,44,522798,509,8,0,1,0,1
53065,44,1,45723,96,2,1,0,1,0
53067,457,5,290536,157,2,1,0,1,0
53069,5,0,4488,111,0,1,0,1,0
53071,281,3,60760,462,5,1,0,1,0
53073,780,37,229247,340,16,1,0,0,1
53075,56,0,50104,112,0,1,0,1,0
53077,9125,195,250873,3637,78,0,1,0,1
0,0,0,0,,,0,1,0,1
54001,25,1,16441,152,6,1,0,1,0
54003,567,10,119171,476,8,0,1,0,1
54005,60,0,21457,280,0,1,0,1,0
54007,7,0,13957,50,0,1,0,1,0
54009,39,0,21939,178,0,1,0,1,0
54011,227,1,91945,247,1,1,0,1,0
54013,5,0,7109,70,0,1,0,1,0
54015,15,1,8508,176,12,1,0,0,1
54017,0,0,8448,0,0,1,0,1,0
54019,101,4,42406,238,9,1,0,0,1
54021,13,0,7823,166,0,1,0,1,0
54023,22,0,11568,190,0,1,0,1,0
54025,78,3,34662,225,9,1,0,0,1
54027,50,1,23175,216,4,1,0,1,0
54029,61,0,28810,212,0,1,0,1,0
54031,49,0,13776,356,0,1,0,1,0
54033,139,1,67256,207,1,1,0,1,0
54035,149,19,28576,521,66,0,1,0,1
54037,273,4,57146,478,7,0,1,0,1
54039,532,20,178124,299,11,1,0,0,1
54041,25,2,15907,157,13,1,0,0,1
54043,20,0,20409,98,0,1,0,1,0
54045,45,1,32019,141,3,1,0,1,0
54047,12,0,17624,68,0,1,0,1,0
54049,137,2,56072,244,4,1,0,1,0
54051,83,0,30531,272,0,1,0,1,0
54053,27,0,26516,102,0,1,0,1,0
54055,72,0,58758,123,0,1,0,1,0
54057,73,3,26868,272,11,1,0,0,1
54059,55,2,23424,235,9,1,0,0,1
54061,748,5,105612,708,5,0,1,1,0
54063,17,0,13275,128,0,1,0,1,0
54065,21,0,17884,117,0,1,0,1,0
54067,21,1,24496,86,4,1,0,1,0
54069,177,3,41411,427,7,1,0,0,1
54071,20,1,6969,287,14,1,0,0,1
54073,6,0,7460,80,0,1,0,1,0
54075,38,0,8247,461,0,1,0,1,0
54077,112,2,33432,335,6,1,0,1,0
54079,113,0,56450,200,0,1,0,1,0
54081,95,0,73361,129,0,1,0,1,0
54083,198,0,28695,690,0,0,1,1,0
54085,3,0,9554,31,0,1,0,1,0
54087,12,1,13688,88,7,1,0,0,1
